municipio_cvegeo,total_camas,Nom_Ent,Nom_Mun,municipio_cvegeo,total_camas,Nom_Mun,Entidad,Total_camas
20478,0,Oaxaca,Santiago Nacaltepec,20478,0,Santiago Nacaltepec,,
20479,0,Oaxaca,Santiago Nejapilla,20479,0,Santiago Nejapilla,,
20480,0,Oaxaca,Santiago Nundiche,20480,0,Santiago Nundiche,,
20481,0,Oaxaca,Santiago Nuyoó,20481,0,Santiago Nuyoó,,
20482,82,Oaxaca,Santiago Pinotepa Nacional,20482,82,Santiago Pinotepa Nacional,,
20483,0,Oaxaca,Santiago Suchilquitongo,20483,0,Santiago Suchilquitongo,,
20484,19,Oaxaca,Santiago Tamazola,20484,19,Santiago Tamazola,,
20485,0,Oaxaca,Santiago Tapextla,20485,0,Santiago Tapextla,,
20486,0,Oaxaca,Villa Tejúpam de la Unión,20486,0,Villa Tejúpam de la Unión,,
20487,0,Oaxaca,Santiago Tenango,20487,0,Santiago Tenango,,
20488,0,Oaxaca,Santiago Tepetlapa,20488,0,Santiago Tepetlapa,,
20489,0,Oaxaca,Santiago Tetepec,20489,0,Santiago Tetepec,,
20490,0,Oaxaca,Santiago Texcalcingo,20490,0,Santiago Texcalcingo,,
20491,0,Oaxaca,Santiago Textitlán,20491,0,Santiago Textitlán,,
20492,0,Oaxaca,Santiago Tilantongo,20492,0,Santiago Tilantongo,,
20493,0,Oaxaca,Santiago Tillo,20493,0,Santiago Tillo,,
20494,0,Oaxaca,Santiago Tlazoyaltepec,20494,0,Santiago Tlazoyaltepec,,
20495,0,Oaxaca,Santiago Xanica,20495,0,Santiago Xanica,,
20496,0,Oaxaca,Santiago Xiacuí,20496,0,Santiago Xiacuí,,
20497,0,Oaxaca,Santiago Yaitepec,20497,0,Santiago Yaitepec,,
20498,0,Oaxaca,Santiago Yaveo,20498,0,Santiago Yaveo,,
20499,0,Oaxaca,Santiago Yolomécatl,20499,0,Santiago Yolomécatl,,
20500,0,Oaxaca,Santiago Yosondúa,20500,0,Santiago Yosondúa,,
20501,0,Oaxaca,Santiago Yucuyachi,20501,0,Santiago Yucuyachi,,
20502,0,Oaxaca,Santiago Zacatepec,20502,0,Santiago Zacatepec,,
20503,0,Oaxaca,Santiago Zoochila,20503,0,Santiago Zoochila,,
20504,0,Oaxaca,Nuevo Zoquiápam,20504,0,Nuevo Zoquiápam,,
20505,0,Oaxaca,Santo Domingo Ingenio,20505,0,Santo Domingo Ingenio,,
20506,0,Oaxaca,Santo Domingo Albarradas,20506,0,Santo Domingo Albarradas,,
20507,0,Oaxaca,Santo Domingo Armenta,20507,0,Santo Domingo Armenta,,
20508,0,Oaxaca,Santo Domingo Chihuitán,20508,0,Santo Domingo Chihuitán,,
20509,0,Oaxaca,Santo Domingo de Morelos,20509,0,Santo Domingo de Morelos,,
20510,0,Oaxaca,Santo Domingo Ixcatlán,20510,0,Santo Domingo Ixcatlán,,
20511,0,Oaxaca,Santo Domingo Nuxaá,20511,0,Santo Domingo Nuxaá,,
20512,0,Oaxaca,Santo Domingo Ozolotepec,20512,0,Santo Domingo Ozolotepec,,
20513,0,Oaxaca,Santo Domingo Petapa,20513,0,Santo Domingo Petapa,,
20514,0,Oaxaca,Santo Domingo Roayaga,20514,0,Santo Domingo Roayaga,,
20515,97,Oaxaca,Santo Domingo Tehuantepec,20515,97,Santo Domingo Tehuantepec,,
20516,23,Oaxaca,Santo Domingo Teojomulco,20516,23,Santo Domingo Teojomulco,,
20517,0,Oaxaca,Santo Domingo Tepuxtepec,20517,0,Santo Domingo Tepuxtepec,,
20518,0,Oaxaca,Santo Domingo Tlatayápam,20518,0,Santo Domingo Tlatayápam,,
20519,0,Oaxaca,Santo Domingo Tomaltepec,20519,0,Santo Domingo Tomaltepec,,
20520,0,Oaxaca,Santo Domingo Tonalá,20520,0,Santo Domingo Tonalá,,
20521,0,Oaxaca,Santo Domingo Tonaltepec,20521,0,Santo Domingo Tonaltepec,,
20522,0,Oaxaca,Santo Domingo Xagacía,20522,0,Santo Domingo Xagacía,,
20523,0,Oaxaca,Santo Domingo Yanhuitlán,20523,0,Santo Domingo Yanhuitlán,,
20524,0,Oaxaca,Santo Domingo Yodohino,20524,0,Santo Domingo Yodohino,,
20525,0,Oaxaca,Santo Domingo Zanatepec,20525,0,Santo Domingo Zanatepec,,
20526,24,Oaxaca,Santos Reyes Nopala,20526,24,Santos Reyes Nopala,,
20527,0,Oaxaca,Santos Reyes Pápalo,20527,0,Santos Reyes Pápalo,,
20528,0,Oaxaca,Santos Reyes Tepejillo,20528,0,Santos Reyes Tepejillo,,
20529,0,Oaxaca,Santos Reyes Yucuná,20529,0,Santos Reyes Yucuná,,
20530,0,Oaxaca,Santo Tomás Jalieza,20530,0,Santo Tomás Jalieza,,
20531,0,Oaxaca,Santo Tomás Mazaltepec,20531,0,Santo Tomás Mazaltepec,,
20532,0,Oaxaca,Santo Tomás Ocotepec,20532,0,Santo Tomás Ocotepec,,
20533,0,Oaxaca,Santo Tomás Tamazulapan,20533,0,Santo Tomás Tamazulapan,,
20534,0,Oaxaca,San Vicente Coatlán,20534,0,San Vicente Coatlán,,
20535,0,Oaxaca,San Vicente Lachixío,20535,0,San Vicente Lachixío,,
20536,0,Oaxaca,San Vicente Nuñú,20536,0,San Vicente Nuñú,,
20537,0,Oaxaca,Silacayoápam,20537,0,Silacayoápam,,
20538,0,Oaxaca,Sitio de Xitlapehua,20538,0,Sitio de Xitlapehua,,
20539,0,Oaxaca,Soledad Etla,20539,0,Soledad Etla,,
20540,0,Oaxaca,Villa de Tamazulápam del Progreso,20540,0,Villa de Tamazulápam del Progreso,,
20541,0,Oaxaca,Tanetze de Zaragoza,20541,0,Tanetze de Zaragoza,,
20542,0,Oaxaca,Taniche,20542,0,Taniche,,
20543,0,Oaxaca,Tataltepec de Valdés,20543,0,Tataltepec de Valdés,,
20544,0,Oaxaca,Teococuilco de Marcos Pérez,20544,0,Teococuilco de Marcos Pérez,,
20545,26,Oaxaca,Teotitlán de Flores Magón,20545,26,Teotitlán de Flores Magón,,
20546,0,Oaxaca,Teotitlán del Valle,20546,0,Teotitlán del Valle,,
20547,0,Oaxaca,Teotongo,20547,0,Teotongo,,
20548,0,Oaxaca,Tepelmeme Villa de Morelos,20548,0,Tepelmeme Villa de Morelos,,
20549,0,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",20549,0,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",,
20550,0,Oaxaca,San Jerónimo Tlacochahuaya,20550,0,San Jerónimo Tlacochahuaya,,
20551,40,Oaxaca,Tlacolula de Matamoros,20551,40,Tlacolula de Matamoros,,
20552,0,Oaxaca,Tlacotepec Plumas,20552,0,Tlacotepec Plumas,,
20553,0,Oaxaca,Tlalixtac de Cabrera,20553,0,Tlalixtac de Cabrera,,
20554,0,Oaxaca,Totontepec Villa de Morelos,20554,0,Totontepec Villa de Morelos,,
20555,0,Oaxaca,Trinidad Zaachila,20555,0,Trinidad Zaachila,,
20556,0,Oaxaca,La Trinidad Vista Hermosa,20556,0,La Trinidad Vista Hermosa,,
20557,0,Oaxaca,Unión Hidalgo,20557,0,Unión Hidalgo,,
20558,0,Oaxaca,Valerio Trujano,20558,0,Valerio Trujano,,
20559,22,Oaxaca,San Juan Bautista Valle Nacional,20559,22,San Juan Bautista Valle Nacional,,
20560,0,Oaxaca,Villa Díaz Ordaz,20560,0,Villa Díaz Ordaz,,
20561,0,Oaxaca,Yaxe,20561,0,Yaxe,,
20562,0,Oaxaca,Magdalena Yodocono de Porfirio Díaz,20562,0,Magdalena Yodocono de Porfirio Díaz,,
20563,0,Oaxaca,Yogana,20563,0,Yogana,,
20564,0,Oaxaca,Yutanduchi de Guerrero,20564,0,Yutanduchi de Guerrero,,
20565,4,Oaxaca,Villa de Zaachila,20565,4,Villa de Zaachila,,
20566,0,Oaxaca,San Mateo Yucutindoo,20566,0,San Mateo Yucutindoo,,
20567,0,Oaxaca,Zapotitlán Lagunas,20567,0,Zapotitlán Lagunas,,
20568,0,Oaxaca,Zapotitlán Palmas,20568,0,Zapotitlán Palmas,,
20569,0,Oaxaca,Santa Inés de Zaragoza,20569,0,Santa Inés de Zaragoza,,
20570,0,Oaxaca,Zimatlán de Álvarez,20570,0,Zimatlán de Álvarez,,
21001,56,Puebla,Acajete,21001,56,Acajete,,
21002,0,Puebla,Acateno,21002,0,Acateno,,
21003,166,Puebla,Acatlán,21003,166,Acatlán,,
21004,132,Puebla,Acatzingo,21004,132,Acatzingo,,
21005,0,Puebla,Acteopan,21005,0,Acteopan,,
21006,28,Puebla,Ahuacatlán,21006,28,Ahuacatlán,,
21007,0,Puebla,Ahuatlán,21007,0,Ahuatlán,,
21008,0,Puebla,Ahuazotepec,21008,0,Ahuazotepec,,
21009,0,Puebla,Ahuehuetitla,21009,0,Ahuehuetitla,,
21010,25,Puebla,Ajalpan,21010,25,Ajalpan,,
21011,0,Puebla,Albino Zertuche,21011,0,Albino Zertuche,,
21012,0,Puebla,Aljojuca,21012,0,Aljojuca,,
21013,10,Puebla,Altepexi,21013,10,Altepexi,,
21014,0,Puebla,Amixtlán,21014,0,Amixtlán,,
21015,29,Puebla,Amozoc,21015,29,Amozoc,,
21016,0,Puebla,Aquixtla,21016,0,Aquixtla,,
21017,0,Puebla,Atempan,21017,0,Atempan,,
21018,0,Puebla,Atexcal,21018,0,Atexcal,,
21019,277,Puebla,Atlixco,21019,277,Atlixco,,
21020,5,Puebla,Atoyatempan,21020,5,Atoyatempan,,
21021,0,Puebla,Atzala,21021,0,Atzala,,
21022,0,Puebla,Atzitzihuacán,21022,0,Atzitzihuacán,,
21023,0,Puebla,Atzitzintla,21023,0,Atzitzintla,,
21024,0,Puebla,Axutla,21024,0,Axutla,,
21025,18,Puebla,Ayotoxco de Guerrero,21025,18,Ayotoxco de Guerrero,,
21026,0,Puebla,Calpan,21026,0,Calpan,,
21027,0,Puebla,Caltepec,21027,0,Caltepec,,
21028,0,Puebla,Camocuautla,21028,0,Camocuautla,,
21029,0,Puebla,Caxhuacan,21029,0,Caxhuacan,,
21030,0,Puebla,Coatepec,21030,0,Coatepec,,
21031,0,Puebla,Coatzingo,21031,0,Coatzingo,,
21032,0,Puebla,Cohetzala,21032,0,Cohetzala,,
21033,0,Puebla,Cohuecan,21033,0,Cohuecan,,
21034,0,Puebla,Coronango,21034,0,Coronango,,
21035,26,Puebla,Coxcatlán,21035,26,Coxcatlán,,
21036,0,Puebla,Coyomeapan,21036,0,Coyomeapan,,
21037,0,Puebla,Coyotepec,21037,0,Coyotepec,,
21038,0,Puebla,Cuapiaxtla de Madero,21038,0,Cuapiaxtla de Madero,,
21039,0,Puebla,Cuautempan,21039,0,Cuautempan,,
21040,0,Puebla,Cuautinchán,21040,0,Cuautinchán,,
21041,0,Puebla,Cuautlancingo,21041,0,Cuautlancingo,,
21042,0,Puebla,Cuayuca de Andrade,21042,0,Cuayuca de Andrade,,
21043,71,Puebla,Cuetzalan del Progreso,21043,71,Cuetzalan del Progreso,,
21044,24,Puebla,Cuyoaco,21044,24,Cuyoaco,,
21045,60,Puebla,Chalchicomula de Sesma,21045,60,Chalchicomula de Sesma,,
21046,0,Puebla,Chapulco,21046,0,Chapulco,,
21047,11,Puebla,Chiautla,21047,11,Chiautla,,
21048,6,Puebla,Chiautzingo,21048,6,Chiautzingo,,
21049,0,Puebla,Chiconcuautla,21049,0,Chiconcuautla,,
21050,0,Puebla,Chichiquila,21050,0,Chichiquila,,
21051,0,Puebla,Chietla,21051,0,Chietla,,
21052,0,Puebla,Chigmecatitlán,21052,0,Chigmecatitlán,,
21053,26,Puebla,Chignahuapan,21053,26,Chignahuapan,,
21054,0,Puebla,Chignautla,21054,0,Chignautla,,
21055,0,Puebla,Chila,21055,0,Chila,,
21056,0,Puebla,Chila de la Sal,21056,0,Chila de la Sal,,
21057,0,Puebla,Honey,21057,0,Honey,,
21058,0,Puebla,Chilchotla,21058,0,Chilchotla,,
21059,0,Puebla,Chinantla,21059,0,Chinantla,,
21060,0,Puebla,Domingo Arenas,21060,0,Domingo Arenas,,
21061,0,Puebla,Eloxochitlán,21061,0,Eloxochitlán,,
21062,0,Puebla,Epatlán,21062,0,Epatlán,,
21063,3,Puebla,Esperanza,21063,3,Esperanza,,
21064,0,Puebla,Francisco Z. Mena,21064,0,Francisco Z. Mena,,
21065,3,Puebla,General Felipe Ángeles,21065,3,General Felipe Ángeles,,
21066,0,Puebla,Guadalupe,21066,0,Guadalupe,,
21067,41,Puebla,Guadalupe Victoria,21067,41,Guadalupe Victoria,,
21068,0,Puebla,Hermenegildo Galeana,21068,0,Hermenegildo Galeana,,
21069,4,Puebla,Huaquechula,21069,4,Huaquechula,,
21070,0,Puebla,Huatlatlauca,21070,0,Huatlatlauca,,
21071,136,Puebla,Huauchinango,21071,136,Huauchinango,,
21072,24,Puebla,Huehuetla,21072,24,Huehuetla,,
21073,0,Puebla,Huehuetlán el Chico,21073,0,Huehuetlán el Chico,,
21074,108,Puebla,Huejotzingo,21074,108,Huejotzingo,,
21075,0,Puebla,Hueyapan,21075,0,Hueyapan,,
21076,0,Puebla,Hueytamalco,21076,0,Hueytamalco,,
21077,0,Puebla,Hueytlalpan,21077,0,Hueytlalpan,,
21078,0,Puebla,Huitzilan de Serdán,21078,0,Huitzilan de Serdán,,
21079,0,Puebla,Huitziltepec,21079,0,Huitziltepec,,
21080,0,Puebla,Atlequizayan,21080,0,Atlequizayan,,
21081,0,Puebla,Ixcamilpa de Guerrero,21081,0,Ixcamilpa de Guerrero,,
21082,22,Puebla,Ixcaquixtla,21082,22,Ixcaquixtla,,
21083,21,Puebla,Ixtacamaxtitlán,21083,21,Ixtacamaxtitlán,,
21084,11,Puebla,Ixtepec,21084,11,Ixtepec,,
21085,179,Puebla,Izúcar de Matamoros,21085,179,Izúcar de Matamoros,,
21086,0,Puebla,Jalpan,21086,0,Jalpan,,
21087,0,Puebla,Jolalpan,21087,0,Jolalpan,,
21088,0,Puebla,Jonotla,21088,0,Jonotla,,
21089,0,Puebla,Jopala,21089,0,Jopala,,
21090,0,Puebla,Juan C. Bonilla,21090,0,Juan C. Bonilla,,
21091,10,Puebla,Juan Galindo,21091,10,Juan Galindo,,
21092,0,Puebla,Juan N. Méndez,21092,0,Juan N. Méndez,,
21093,0,Puebla,Lafragua,21093,0,Lafragua,,
21094,55,Puebla,Libres,21094,55,Libres,,
21095,0,Puebla,La Magdalena Tlatlauquitepec,21095,0,La Magdalena Tlatlauquitepec,,
21096,0,Puebla,Mazapiltepec de Juárez,21096,0,Mazapiltepec de Juárez,,
21097,0,Puebla,Mixtla,21097,0,Mixtla,,
21098,4,Puebla,Molcaxac,21098,4,Molcaxac,,
21099,0,Puebla,Cañada Morelos,21099,0,Cañada Morelos,,
21100,0,Puebla,Naupan,21100,0,Naupan,,
21101,0,Puebla,Nauzontla,21101,0,Nauzontla,,
21102,0,Puebla,Nealtican,21102,0,Nealtican,,
21103,8,Puebla,Nicolás Bravo,21103,8,Nicolás Bravo,,
21104,0,Puebla,Nopalucan,21104,0,Nopalucan,,
21105,0,Puebla,Ocotepec,21105,0,Ocotepec,,
21106,0,Puebla,Ocoyucan,21106,0,Ocoyucan,,
21107,0,Puebla,Olintla,21107,0,Olintla,,
21108,4,Puebla,Oriental,21108,4,Oriental,,
21109,37,Puebla,Pahuatlán,21109,37,Pahuatlán,,
21110,56,Puebla,Palmar de Bravo,21110,56,Palmar de Bravo,,
21111,18,Puebla,Pantepec,21111,18,Pantepec,,
21112,0,Puebla,Petlalcingo,21112,0,Petlalcingo,,
21113,0,Puebla,Piaxtla,21113,0,Piaxtla,,
21114,4109,Puebla,Puebla,21114,4109,Puebla,,
21115,10,Puebla,Quecholac,21115,10,Quecholac,,
21116,20,Puebla,Quimixtlán,21116,20,Quimixtlán,,
21117,13,Puebla,Rafael Lara Grajales,21117,13,Rafael Lara Grajales,,
21118,16,Puebla,Los Reyes de Juárez,21118,16,Los Reyes de Juárez,,
21119,363,Puebla,San Andrés Cholula,21119,363,San Andrés Cholula,,
21120,0,Puebla,San Antonio Cañada,21120,0,San Antonio Cañada,,
21121,0,Puebla,San Diego la Mesa Tochimiltzingo,21121,0,San Diego la Mesa Tochimiltzingo,,
21122,0,Puebla,San Felipe Teotlalcingo,21122,0,San Felipe Teotlalcingo,,
21123,0,Puebla,San Felipe Tepatlán,21123,0,San Felipe Tepatlán,,
21124,0,Puebla,San Gabriel Chilac,21124,0,San Gabriel Chilac,,
21125,4,Puebla,San Gregorio Atzompa,21125,4,San Gregorio Atzompa,,
21126,0,Puebla,San Jerónimo Tecuanipan,21126,0,San Jerónimo Tecuanipan,,
21127,0,Puebla,San Jerónimo Xayacatlán,21127,0,San Jerónimo Xayacatlán,,
21128,28,Puebla,San José Chiapa,21128,28,San José Chiapa,,
21129,0,Puebla,San José Miahuatlán,21129,0,San José Miahuatlán,,
21130,0,Puebla,San Juan Atenco,21130,0,San Juan Atenco,,
21131,0,Puebla,San Juan Atzompa,21131,0,San Juan Atzompa,,
21132,194,Puebla,San Martín Texmelucan,21132,194,San Martín Texmelucan,,
21133,0,Puebla,San Martín Totoltepec,21133,0,San Martín Totoltepec,,
21134,0,Puebla,San Matías Tlalancaleca,21134,0,San Matías Tlalancaleca,,
21135,0,Puebla,San Miguel Ixitlán,21135,0,San Miguel Ixitlán,,
21136,0,Puebla,San Miguel Xoxtla,21136,0,San Miguel Xoxtla,,
21137,0,Puebla,San Nicolás Buenos Aires,21137,0,San Nicolás Buenos Aires,,
21138,0,Puebla,San Nicolás de los Ranchos,21138,0,San Nicolás de los Ranchos,,
21139,0,Puebla,San Pablo Anicano,21139,0,San Pablo Anicano,,
21140,92,Puebla,San Pedro Cholula,21140,92,San Pedro Cholula,,
21141,0,Puebla,San Pedro Yeloixtlahuaca,21141,0,San Pedro Yeloixtlahuaca,,
21142,14,Puebla,San Salvador el Seco,21142,14,San Salvador el Seco,,
21143,0,Puebla,San Salvador el Verde,21143,0,San Salvador el Verde,,
21144,8,Puebla,San Salvador Huixcolotla,21144,8,San Salvador Huixcolotla,,
21145,22,Puebla,San Sebastián Tlacotepec,21145,22,San Sebastián Tlacotepec,,
21146,0,Puebla,Santa Catarina Tlaltempan,21146,0,Santa Catarina Tlaltempan,,
21147,0,Puebla,Santa Inés Ahuatempan,21147,0,Santa Inés Ahuatempan,,
21148,0,Puebla,Santa Isabel Cholula,21148,0,Santa Isabel Cholula,,
21149,0,Puebla,Santiago Miahuatlán,21149,0,Santiago Miahuatlán,,
21150,0,Puebla,Huehuetlán el Grande,21150,0,Huehuetlán el Grande,,
21151,0,Puebla,Santo Tomás Hueyotlipan,21151,0,Santo Tomás Hueyotlipan,,
21152,0,Puebla,Soltepec,21152,0,Soltepec,,
21153,0,Puebla,Tecali de Herrera,21153,0,Tecali de Herrera,,
21154,121,Puebla,Tecamachalco,21154,121,Tecamachalco,,
21155,37,Puebla,Tecomatlán,21155,37,Tecomatlán,,
21156,503,Puebla,Tehuacán,21156,503,Tehuacán,,
21157,0,Puebla,Tehuitzingo,21157,0,Tehuitzingo,,
21158,0,Puebla,Tenampulco,21158,0,Tenampulco,,
21159,0,Puebla,Teopantlán,21159,0,Teopantlán,,
21160,0,Puebla,Teotlalco,21160,0,Teotlalco,,
21161,0,Puebla,Tepanco de López,21161,0,Tepanco de López,,
21162,0,Puebla,Tepango de Rodríguez,21162,0,Tepango de Rodríguez,,
21163,0,Puebla,Tepatlaxco de Hidalgo,21163,0,Tepatlaxco de Hidalgo,,
21164,198,Puebla,Tepeaca,21164,198,Tepeaca,,
21165,0,Puebla,Tepemaxalco,21165,0,Tepemaxalco,,
21166,4,Puebla,Tepeojuma,21166,4,Tepeojuma,,
21167,0,Puebla,Tepetzintla,21167,0,Tepetzintla,,
21168,0,Puebla,Tepexco,21168,0,Tepexco,,
21169,12,Puebla,Tepexi de Rodríguez,21169,12,Tepexi de Rodríguez,,
21170,0,Puebla,Tepeyahualco,21170,0,Tepeyahualco,,
21171,0,Puebla,Tepeyahualco de Cuauhtémoc,21171,0,Tepeyahualco de Cuauhtémoc,,
21172,42,Puebla,Tetela de Ocampo,21172,42,Tetela de Ocampo,,
21173,0,Puebla,Teteles de Avila Castillo,21173,0,Teteles de Avila Castillo,,
21174,309,Puebla,Teziutlán,21174,309,Teziutlán,,
21175,5,Puebla,Tianguismanalco,21175,5,Tianguismanalco,,
21176,0,Puebla,Tilapa,21176,0,Tilapa,,
21177,43,Puebla,Tlacotepec de Benito Juárez,21177,43,Tlacotepec de Benito Juárez,,
21178,0,Puebla,Tlacuilotepec,21178,0,Tlacuilotepec,,
21179,10,Puebla,Tlachichuca,21179,10,Tlachichuca,,
21180,0,Puebla,Tlahuapan,21180,0,Tlahuapan,,
21181,0,Puebla,Tlaltenango,21181,0,Tlaltenango,,
21182,0,Puebla,Tlanepantla,21182,0,Tlanepantla,,
21183,18,Puebla,Tlaola,21183,18,Tlaola,,
21184,0,Puebla,Tlapacoya,21184,0,Tlapacoya,,
21185,0,Puebla,Tlapanalá,21185,0,Tlapanalá,,
21186,78,Puebla,Tlatlauquitepec,21186,78,Tlatlauquitepec,,
21187,0,Puebla,Tlaxco,21187,0,Tlaxco,,
21188,10,Puebla,Tochimilco,21188,10,Tochimilco,,
21189,0,Puebla,Tochtepec,21189,0,Tochtepec,,
21190,0,Puebla,Totoltepec de Guerrero,21190,0,Totoltepec de Guerrero,,
21191,18,Puebla,Tulcingo,21191,18,Tulcingo,,
21192,0,Puebla,Tuzamapan de Galeana,21192,0,Tuzamapan de Galeana,,
21193,0,Puebla,Tzicatlacoyan,21193,0,Tzicatlacoyan,,
21194,30,Puebla,Venustiano Carranza,21194,30,Venustiano Carranza,,
21195,21,Puebla,Vicente Guerrero,21195,21,Vicente Guerrero,,
21196,0,Puebla,Xayacatlán de Bravo,21196,0,Xayacatlán de Bravo,,
21197,131,Puebla,Xicotepec,21197,131,Xicotepec,,
21198,0,Puebla,Xicotlán,21198,0,Xicotlán,,
21199,0,Puebla,Xiutetelco,21199,0,Xiutetelco,,
21200,0,Puebla,Xochiapulco,21200,0,Xochiapulco,,
21201,0,Puebla,Xochiltepec,21201,0,Xochiltepec,,
21202,0,Puebla,Xochitlán de Vicente Suárez,21202,0,Xochitlán de Vicente Suárez,,
21203,0,Puebla,Xochitlán Todos Santos,21203,0,Xochitlán Todos Santos,,
21204,0,Puebla,Yaonáhuac,21204,0,Yaonáhuac,,
21205,0,Puebla,Yehualtepec,21205,0,Yehualtepec,,
21206,21,Puebla,Zacapala,21206,21,Zacapala,,
21207,61,Puebla,Zacapoaxtla,21207,61,Zacapoaxtla,,
21208,89,Puebla,Zacatlán,21208,89,Zacatlán,,
21209,0,Puebla,Zapotitlán,21209,0,Zapotitlán,,
21210,18,Puebla,Zapotitlán de Méndez,21210,18,Zapotitlán de Méndez,,
21211,10,Puebla,Zaragoza,21211,10,Zaragoza,,
21212,0,Puebla,Zautla,21212,0,Zautla,,
21213,0,Puebla,Zihuateutla,21213,0,Zihuateutla,,
21214,14,Puebla,Zinacatepec,21214,14,Zinacatepec,,
21215,0,Puebla,Zongozotla,21215,0,Zongozotla,,
21216,0,Puebla,Zoquiapan,21216,0,Zoquiapan,,
21217,20,Puebla,Zoquitlán,21217,20,Zoquitlán,,
22001,15,Querétaro,Amealco de Bonfil,22001,15,Amealco de Bonfil,,
22002,0,Querétaro,Pinal de Amoles,22002,0,Pinal de Amoles,,
22003,0,Querétaro,Arroyo Seco,22003,0,Arroyo Seco,,
22004,105,Querétaro,Cadereyta de Montes,22004,105,Cadereyta de Montes,,
22005,0,Querétaro,Colón,22005,0,Colón,,
22006,77,Querétaro,Corregidora,22006,77,Corregidora,,
22007,12,Querétaro,Ezequiel Montes,22007,12,Ezequiel Montes,,
22008,0,Querétaro,Huimilpan,22008,0,Huimilpan,,
22009,69,Querétaro,Jalpan de Serra,22009,69,Jalpan de Serra,,
22010,0,Querétaro,Landa de Matamoros,22010,0,Landa de Matamoros,,
22011,266,Querétaro,El Marqués,22011,266,El Marqués,,
22012,4,Querétaro,Pedro Escobedo,22012,4,Pedro Escobedo,,
22013,0,Querétaro,Peñamiller,22013,0,Peñamiller,,
22014,1611,Querétaro,Querétaro,22014,1611,Querétaro,,
22015,0,Querétaro,San Joaquín,22015,0,San Joaquín,,
22016,367,Querétaro,San Juan del Río,22016,367,San Juan del Río,,
22017,59,Querétaro,Tequisquiapan,22017,59,Tequisquiapan,,
22018,0,Querétaro,Tolimán,22018,0,Tolimán,,
23001,113,Quintana Roo,Cozumel,23001,113,Cozumel,,
23002,70,Quintana Roo,Felipe Carrillo Puerto,23002,70,Felipe Carrillo Puerto,,
23003,54,Quintana Roo,Isla Mujeres,23003,54,Isla Mujeres,,
23004,410,Quintana Roo,Othón P. Blanco,23004,410,Othón P. Blanco,,
23005,829,Quintana Roo,Benito Juárez,23005,829,Benito Juárez,,
23006,20,Quintana Roo,José María Morelos,23006,20,José María Morelos,,
23007,12,Quintana Roo,Lázaro Cárdenas,23007,12,Lázaro Cárdenas,,
23008,257,Quintana Roo,Solidaridad,23008,257,Solidaridad,,
23009,16,Quintana Roo,Tulum,23009,16,Tulum,,
23010,27,Quintana Roo,Bacalar,23010,27,Bacalar,,
24001,0,San Luis Potosí,Ahualulco,24001,0,Ahualulco,,
24002,0,San Luis Potosí,Alaquines,24002,0,Alaquines,,
24003,20,San Luis Potosí,Aquismón,24003,20,Aquismón,,
24004,0,San Luis Potosí,Armadillo de los Infante,24004,0,Armadillo de los Infante,,
24005,0,San Luis Potosí,Cárdenas,24005,0,Cárdenas,,
24006,0,San Luis Potosí,Catorce,24006,0,Catorce,,
24007,0,San Luis Potosí,Cedral,24007,0,Cedral,,
24008,35,San Luis Potosí,Cerritos,24008,35,Cerritos,,
24009,0,San Luis Potosí,Cerro de San Pedro,24009,0,Cerro de San Pedro,,
24010,20,San Luis Potosí,Ciudad del Maíz,24010,20,Ciudad del Maíz,,
24011,0,San Luis Potosí,Ciudad Fernández,24011,0,Ciudad Fernández,,
24012,0,San Luis Potosí,Tancanhuitz,24012,0,Tancanhuitz,,
24013,375,San Luis Potosí,Ciudad Valles,24013,375,Ciudad Valles,,
24014,0,San Luis Potosí,Coxcatlán,24014,0,Coxcatlán,,
24015,25,San Luis Potosí,Charcas,24015,25,Charcas,,
24016,24,San Luis Potosí,Ebano,24016,24,Ebano,,
24017,0,San Luis Potosí,Guadalcázar,24017,0,Guadalcázar,,
24018,0,San Luis Potosí,Huehuetlán,24018,0,Huehuetlán,,
24019,0,San Luis Potosí,Lagunillas,24019,0,Lagunillas,,
24020,166,San Luis Potosí,Matehuala,24020,166,Matehuala,,
24021,0,San Luis Potosí,Mexquitic de Carmona,24021,0,Mexquitic de Carmona,,
24022,0,San Luis Potosí,Moctezuma,24022,0,Moctezuma,,
24023,0,San Luis Potosí,Rayón,24023,0,Rayón,,
24024,92,San Luis Potosí,Rioverde,24024,92,Rioverde,,
24025,19,San Luis Potosí,Salinas,24025,19,Salinas,,
24026,0,San Luis Potosí,San Antonio,24026,0,San Antonio,,
24027,0,San Luis Potosí,San Ciro de Acosta,24027,0,San Ciro de Acosta,,
24028,1640,San Luis Potosí,San Luis Potosí,24028,1640,San Luis Potosí,,
24029,0,San Luis Potosí,San Martín Chalchicuautla,24029,0,San Martín Chalchicuautla,,
24030,0,San Luis Potosí,San Nicolás Tolentino,24030,0,San Nicolás Tolentino,,
24031,0,San Luis Potosí,Santa Catarina,24031,0,Santa Catarina,,
24032,0,San Luis Potosí,Santa María del Río,24032,0,Santa María del Río,,
24033,0,San Luis Potosí,Santo Domingo,24033,0,Santo Domingo,,
