CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,DESC_CE_FINANCIERO,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,STATUS_BE
93656452,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,730764.33,730764.33,PERSONA FISICA,#N/A
95457248,BANCO,ACTIMED,FONDO,QRO JURICA,41508.17,41508.17,PERSONA FISICA,ENROLADO
93579308,BANCO,ACTVIDA,FONDO,NL SAN PEDRO GOMEZ MORIN,8852.86,8852.86,PERSONA FISICA,#N/A
92991793,BANCO,ACTI500,FONDO,PUE CHOLULA CITY ANGELOPOLIS,190168.08,190168.08,PERSONA FISICA,ENROLADO
95942371,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,1452.73,1452.73,PERSONA FISICA,#N/A
92994169,BANCO,EVEREST,FONDO,JAL ZAPOPAN MARIANO OTERO,15209.85,15209.85,PERSONA FISICA,#N/A
91004358,BANCO,ALTERNA,FONDO,EDO MEX TECAMACHALCO,150260.04,150260.04,PERSONA FISICA,ENROLADO
94161585,BANCO,DINAMO,FONDO,JAL ZAPOPAN PLAZA PATRIA,38390.66,38390.66,PERSONA FISICA,#N/A
90764176,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,143535.32,143535.32,PERSONA FISICA,#N/A
91736512,BANCO,ACTIMED,FONDO,CD MX ALTAVISTA,271344.7,271344.7,PERSONA FISICA,ENROLADO
91938365,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,507783.98,507783.98,PERSONA FISICA,#N/A
93928901,BANCO,ALTERNA,FONDO,CD MX SANTA FE GLEZ CAMARENA,1813190.6,1813190.6,PERSONA FISICA,#N/A
90571605,BANCO,ACTICOB,FONDO,NL SAN PEDRO VALLE,240848.72,240848.72,PERSONA FISICA,#N/A
95480034,BANCO,ACTIREN,FONDO,JAL ZAPOPAN PLAZA PATRIA,447653.58,447653.58,PERSONA FISICA,#N/A
95850772,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,48732.83,48732.83,PERSONA FISICA,#N/A
93837631,BANCO,ACTICOB,FONDO,CD MX MONTES URALES,543227.16,543227.16,PERSONA FISICA,ENROLADO
93946945,BANCO,ALTERNA,FONDO,CD MX SANTA FE GLEZ CAMARENA,42000,42000,PERSONA FISICA,#N/A
91837500,BANCO,ACTIMED,FONDO,EDO MEX METEPEC PLAZA IZAR,164145.65,164145.65,PERSONA FISICA,ENROLADO
95661807,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,21604.99,22671.22,PERSONA FISICA,#N/A
95650362,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,21689.57,21689.57,PERSONA FISICA,#N/A
90651746,BANCO,ACTIMED,FONDO,CD MX ALTAVISTA,167292.7,167292.7,PERSONA FISICA,#N/A
96025713,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,306198.86,306198.86,PERSONA FISICA,ENROLADO
96043112,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,103248.1,103248.1,PERSONA FISICA,#N/A
95712600,BANCO,ALTERNA,FONDO,JAL GDL FORUM TLAQUEPAQUE,107342.36,107342.36,PERSONA FISICA,#N/A
96073911,BANCO,ALTERNA,FONDO,JAL ZAPOPAN MARIANO OTERO,253363.04,253363.04,PERSONA FISICA,#N/A
95791422,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,102516.3,102516.3,PERSONA FISICA,ENROLADO
93912269,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,29299.67,29472.35,PERSONA FISICA,#N/A
93532414,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,135981.54,135981.54,PERSONA FISICA,#N/A
92954148,BANCO,ACTIMED,FONDO,CD MX MONTES URALES (CORPORATIVO),145135.72,145135.72,PERSONA FISICA,#N/A
93114569,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,276529.57,276529.57,PERSONA FISICA,#N/A
93686756,BANCO,IMPULSA,FONDO,JAL ZAPOPAN PLAZA PATRIA,390732.63,390732.63,PERSONA FISICA,ENROLADO
91043943,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,461913.36,3661395.7,PERSONA FISICA,#N/A
91624114,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,479648.96,479648.96,PERSONA FISICA,#N/A
91620427,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,184107.73,184107.73,PERSONA FISICA,#N/A
93701910,BANCO,ACTICOB,FONDO,JAL ZAPOPAN MARIANO OTERO,1149891.44,1149891.44,PERSONA FISICA,#N/A
91651208,BANCO,ACTIG+,FONDO,CD MX SANTA FE GLEZ CAMARENA,221303.56,221303.56,PERSONA FISICA,#N/A
93426997,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,325063.04,325063.04,PERSONA FISICA,#N/A
92969120,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,2312747.27,2312747.27,PERSONA FISICA,#N/A
95078952,BANCO,ACTIMED,FONDO,CD MX TERRAZA PEDREGAL,82858.88,82858.88,PERSONA FISICA,ENROLADO
95922670,BANCO,ACTIMED,FONDO,CD MX PATIO UNIVERSIDAD,366736.77,366736.77,PERSONA FISICA,ENROLADO
96005350,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,358339.64,358339.64,PERSONA FISICA,#N/A
93423101,BANCO,ACTIMED,FONDO,NL SAN PEDRO VALLE,761948.87,764265.34,PERSONA FISICA,#N/A
91049189,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,106937.52,106937.52,PERSONA FISICA,#N/A
95695987,BANCO,IMPULSA,FONDO,JAL ZAPOPAN PLAZA PATRIA,58663.71,58663.71,PERSONA FISICA,#N/A
92402650,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,131021.1,131021.1,PERSONA FISICA,#N/A
92157288,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,213786.86,213786.86,PERSONA FISICA,#N/A
92235514,BANCO,ALTERNA,FONDO,EDO MEX SATELITE,281357.66,281357.66,PERSONA FISICA,#N/A
92278126,BANCO,ACTICRE,FONDO,YUC MERIDA PLAZA LUXUS ALTABRISA,2304592.03,2304592.03,PERSONA FISICA,#N/A
93176501,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,1471754.59,1572190.85,PERSONA FISICA,ENROLADO
94133543,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,102121.34,102121.34,PERSONA FISICA,#N/A
93150753,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,102163.76,102163.76,PERSONA FISICA,#N/A
95630125,BANCO,PROTEGE,FONDO,JAL ZAPOPAN MARIANO OTERO,709667.13,709667.13,PERSONA FISICA,#N/A
91480798,BANCO,ACTI500,FONDO,CD MX TERRAZA PEDREGAL,314451.45,314451.45,PERSONA FISICA,ENROLADO
91971341,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,920804.55,920804.55,PERSONA FISICA,#N/A
90727918,BANCO,ACTIREN,FONDO,CD MX JULIO VERNE POLANCO,407482.95,407482.95,PERSONA FISICA,#N/A
95798369,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,642738.66,642738.66,PERSONA FISICA,ENROLADO
95096616,BANCO,ESFERA,FONDO,PERSONAL ACTINVER,126912.33,205605.84,PERSONA FISICA,#N/A
95694634,BANCO,ALTERNA,FONDO,JAL CHAPALA AJIJIC,501004.72,501004.72,PERSONA FISICA,#N/A
92935147,BANCO,ACTIMED,FONDO,MICH MOR AV LAZARO CARDENAS,4700,4305773.22,PERSONA FISICA,#N/A
93460525,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,79642.41,79642.41,PERSONA FISICA,#N/A
92582790,BANCO,ALTERNA,FONDO,JAL ZAPOPAN MARIANO OTERO,1853766.51,1853766.51,PERSONA FISICA,#N/A
93697969,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,22051.24,28247.39,PERSONA FISICA,#N/A
95116166,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,2230,2230,PERSONA FISICA,ENROLADO
90632613,BANCO,IMPULSA,FONDO,EDO MEX SATELITE,976767.8,976767.8,PERSONA FISICA,#N/A
95641486,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,199198.66,199198.66,PERSONA FISICA,ENROLADO
93557841,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,53143.03,53143.03,PERSONA FISICA,#N/A
93740454,BANCO,ACTIMED,FONDO,SON HERMOSILLO PLAZA ANDENES,624683.54,687485.84,PERSONA FISICA,ENROLADO
93764629,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,99311.53,321117.26,PERSONA FISICA,#N/A
94544319,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,510918.22,511780.05,PERSONA FISICA,#N/A
92853258,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,63462.74,63462.74,PERSONA FISICA,#N/A
95126819,BANCO,ALTERNA,FONDO,EDO MEX TECAMACHALCO,165169.63,165169.63,PERSONA FISICA,ENROLADO
95991964,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,154476.08,154476.08,PERSONA FISICA,ENROLADO
92688837,BANCO,ACTICOB,FONDO,CD MX MONTES URALES,44897.8,44897.8,PERSONA FISICA,ENROLADO
93560829,BANCO,ALTERNA,FONDO,JAL ZAPOPAN PLAZA PATRIA,203268.5,203268.5,PERSONA FISICA,#N/A
95513016,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,740860.85,740860.85,PERSONA FISICA,ENROLADO
93658144,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,351813.91,351813.91,PERSONA FISICA,#N/A
90925520,BANCO,ALTERNA,FONDO,EDO MEX GT LOMAS VERDES,512241.76,512241.76,PERSONA FISICA,#N/A
91415729,BANCO,ALTERNA,FONDO,EDO MEX METEPEC PLAZA IZAR,1165522.63,1165522.63,PERSONA FISICA,#N/A
92560994,BANCO,ACTIREN,FONDO,CD MX JULIO VERNE POLANCO,1078303.42,1078303.42,PERSONA MORAL,#N/A
92331545,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,12232.12,12232.12,PERSONA FISICA,#N/A
93286607,BANCO,ACTIMED,FONDO,YUC MERIDA PLAZA LUXUS ALTABRISA,2003981.07,2003981.07,PERSONA FISICA,#N/A
95640504,BANCO,ACTIMED,FONDO,JAL ZAPOPAN ANDARES BANCO,814909,814909,PERSONA FISICA,#N/A
95248795,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,60371.09,60371.09,PERSONA FISICA,#N/A
91634907,BANCO,ACTVIDA,FONDO,CD MX PATIO UNIVERSIDAD,71116.1,71116.1,PERSONA FISICA,#N/A
93771020,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,17390.65,1385485.96,PERSONA FISICA,#N/A
93099067,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,454232.46,454232.46,PERSONA FISICA,#N/A
95637583,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,156460.62,156460.62,PERSONA FISICA,#N/A
94631835,BANCO,ALTERNA,FONDO,CD MX JULIO VERNE POLANCO,3145103.75,3145103.75,PERSONA FISICA,#N/A
95851978,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,108722.5,108722.5,PERSONA FISICA,#N/A
92938067,BANCO,ACTIMED,FONDO,JAL GDL FORUM TLAQUEPAQUE,119157.36,119157.36,PERSONA FISICA,#N/A
93176501,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,122667.34,1598941.54,PERSONA FISICA,ENROLADO
92304310,BANCO,ACTICOB,FONDO,JAL GDL ARCOS VALLARTA,251312.51,251312.51,PERSONA FISICA,ENROLADO
92061100,BANCO,ACTIMED,FONDO,QRO QUERETARO BERNARDO QUINTANA,52953.88,52953.88,PERSONA FISICA,#N/A
91523886,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,208464.09,208464.09,PERSONA FISICA,#N/A
93745396,BANCO,ACTIMED,FONDO,CD MX PATIO UNIVERSIDAD,460735.12,460735.12,PERSONA FISICA,ENROLADO
93743003,BANCO,IMPULSA,FONDO,JAL GDL PLAZA MEXICO,132032.45,132032.45,PERSONA FISICA,#N/A
90599200,BANCO,ACTIMED,FONDO,CD MX SANTA FE GLEZ CAMARENA,20833.41,20833.41,PERSONA FISICA,#N/A
93766160,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,303231.91,359680.07,PERSONA FISICA,#N/A
90619644,BANCO,ALTERNA,FONDO,CD MX CORPORATIVO,462358.59,462358.59,PERSONA FISICA,#N/A
92374024,BANCO,ACTIMED,FONDO,CD MX ALTAVISTA,316649.94,316649.94,PERSONA FISICA,#N/A
96061585,BANCO,ACTINMO,FONDO,NL SAN PEDRO VALLE,2221.47,6307.08,PERSONA FISICA,#N/A
92832302,BANCO,ACTIREN,FONDO,JAL GDL FORUM TLAQUEPAQUE,75680.53,75680.53,PERSONA FISICA,ENROLADO
93946994,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,412195.82,412195.82,PERSONA FISICA,#N/A
93666832,BANCO,ACTIREN,FONDO,CD MX SANTA FE GLEZ CAMARENA,522515.67,522515.67,PERSONA FISICA,#N/A
94357530,BANCO,ACTI500,FONDO,CD MX MONTES URALES,37331.1,37331.1,PERSONA FISICA,#N/A
93140333,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,554516.93,554516.93,PERSONA FISICA,#N/A
93634285,BANCO,ALTERNA,FONDO,CD MX MONTES URALES,391017.25,391017.25,PERSONA FISICA,#N/A
96111364,BANCO,ACTIGOB,FONDO,EDO MEX VALLE DORADO,5000.29,1234662.74,PERSONA FISICA,#N/A
96070974,BANCO,ACTIREN,FONDO,CD MX LINDAVISTA,15918540.8,49587397.55,PERSONA MORAL,#N/A
96091608,BANCO,ALTERNA,FONDO,CD MX LINDAVISTA,56297.35,56297.35,PERSONA FISICA,ENROLADO
90789207,BANCO,ACTIMED,FONDO,MICH MOR AV LAZARO CARDENAS,11405.89,11405.89,PERSONA FISICA,#N/A
93547925,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,361592.07,361592.07,PERSONA FISICA,ENROLADO
93712867,BANCO,MAXIMO,FONDO,SIN CULIACAN TORRE STA MARIA,413483.97,413483.97,PERSONA FISICA,#N/A
91097527,BANCO,ACTIMED,FONDO,BC TIJUANA PASEO,62120.96,62120.96,PERSONA FISICA,ENROLADO
93966323,BANCO,ACTICOB,FONDO,CD MX TERRAZA PEDREGAL,209328.7,209328.7,PERSONA FISICA,#N/A
91929919,BANCO,ALTERNA,FONDO,QROO CANCUN PLAZA HOLLYWOOD,11562.16,1045164.19,PERSONA FISICA,#N/A
94548948,BANCO,IMPULSA,FONDO,JAL GDL PLAZA MEXICO,106092.97,106092.97,PERSONA FISICA,#N/A
93076834,BANCO,ACTIREN,FONDO,JAL ZAPOPAN MARIANO OTERO,52872.07,52872.07,PERSONA FISICA,#N/A
95770657,BANCO,ALTERNA,FONDO,CD MX LINDAVISTA,208581.66,208581.66,PERSONA FISICA,ENROLADO
94078151,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,15027.34,16211.76,PERSONA FISICA,#N/A
94477478,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,103907.78,103907.78,PERSONA FISICA,#N/A
95715850,BANCO,ACTIMED,FONDO,CD MX TERRAZA PEDREGAL,1163582.7,1163582.7,PERSONA FISICA,#N/A
96075155,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,218135.77,218135.77,PERSONA FISICA,#N/A
94288834,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,47106.64,47106.64,PERSONA FISICA,ENROLADO
95743381,BANCO,ALTERNA,FONDO,AGS AGUASCALIENTES NTE 509,882130.68,882130.68,PERSONA FISICA,#N/A
90000159,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,9233.84,9233.84,PERSONA FISICA,#N/A
93689073,BANCO,ACTICRE,FONDO,NL SAN PEDRO GOMEZ MORIN,1557820.67,24192524.15,PERSONA FISICA,#N/A
92541168,BANCO,ACTICOB,FONDO,EDO MEX TECAMACHALCO,3782205.99,3782205.99,PERSONA FISICA,#N/A
95650768,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,45060.71,45060.71,PERSONA FISICA,#N/A
90900861,BANCO,ACTIMED,FONDO,CD MX XOLA,368352.7,368352.7,PERSONA FISICA,ENROLADO
93962439,BANCO,ACTIREN,FONDO,JAL ZAPOPAN MARIANO OTERO,30887.73,30887.73,PERSONA FISICA,ENROLADO
92425750,BANCO,ACTIMED,FONDO,CD MX XOLA,153265.03,153265.03,PERSONA FISICA,#N/A
94750718,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,200480.31,200480.31,PERSONA FISICA,ENROLADO
95151882,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,16329.36,16329.36,PERSONA FISICA,#N/A
90950676,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,400668.23,400668.23,PERSONA FISICA,#N/A
95658969,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,267332.29,267332.29,PERSONA FISICA,ENROLADO
93839553,BANCO,ALTERNA,FONDO,CD MX ALTAVISTA,2415647.39,2415647.39,PERSONA FISICA,ENROLADO
90698614,BANCO,ACTIREN,FONDO,CD MX MONTES URALES (CORPORATIVO),85833.06,85833.06,PERSONA FISICA,#N/A
92958990,BANCO,ACTIMED,FONDO,CD MX XOLA,372957.67,372957.67,PERSONA FISICA,#N/A
93767184,BANCO,ACTIREN,FONDO,EDO MEX GT LOMAS VERDES,1295546.26,1295546.26,PERSONA FISICA,#N/A
94570819,BANCO,ACTIMED,FONDO,CD MX ALTAVISTA,187073.93,187073.93,PERSONA FISICA,ENROLADO
95749446,BANCO,ACTIGOB,FONDO,JAL ZAPOPAN PLAZA PATRIA,500620.23,500620.23,PERSONA FISICA,#N/A
96098991,BANCO,MAXIMO,FONDO,MICH MOR AV LAZARO CARDENAS,994305.3,994305.3,PERSONA FISICA,#N/A
95676599,BANCO,ACTVIDA,FONDO,CD MX TERRAZA PEDREGAL,567018.44,567018.44,PERSONA FISICA,ENROLADO
92094077,BANCO,EVEREST,FONDO,CD MX MONTES URALES,49979.97,49979.97,PERSONA FISICA,#N/A
95619086,BANCO,ACTIMED,FONDO,PERSONAL ACTINVER,162689.36,162689.36,PERSONA FISICA,#N/A
94804770,BANCO,ACTIREN,FONDO,EDO MEX TECAMACHALCO,119398.51,265155.2,PERSONA FISICA,ENROLADO
91956573,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,880299.76,880299.76,PERSONA FISICA,#N/A
95725354,BANCO,ACTIREN,FONDO,CD MX SANTA FE GLEZ CAMARENA,2735995.32,3251794.41,PERSONA FISICA,#N/A
93365013,BANCO,ACTIMED,FONDO,JAL GDL ARCOS VALLARTA,269715.17,269715.17,PERSONA FISICA,#N/A
95283495,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,89545.36,89545.36,PERSONA FISICA,#N/A
93219384,BANCO,SALUD,FONDO,CD MX ALTAVISTA,419506.34,419506.34,PERSONA FISICA,#N/A
91338517,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,850937.29,850937.29,PERSONA FISICA,ENROLADO
90000134,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,1050385.33,3115460.77,PERSONA FISICA,#N/A
93522001,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,22055.11,22055.11,PERSONA FISICA,#N/A
94504438,BANCO,ACTI500,FONDO,CD MX MONTES URALES,375973.1,375973.1,PERSONA FISICA,#N/A
95800165,BANCO,ALTERNA,FONDO,CD MX LINDAVISTA,31430.78,31430.78,PERSONA FISICA,#N/A
90543927,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN PLAZA PATRIA,151088.46,151088.46,PERSONA FISICA,ENROLADO
93727659,BANCO,IMPULSA,FONDO,JAL ZAPOPAN PLAZA PATRIA,607161.93,607161.93,PERSONA FISICA,#N/A
90501156,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,4343900.77,4343900.77,PERSONA FISICA,#N/A
92830223,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,232670.41,232670.41,PERSONA FISICA,ENROLADO
93338234,BANCO,IMPULSA,FONDO,JAL ZAPOPAN ANDARES BANCO,132151,132151,PERSONA FISICA,#N/A
95621439,BANCO,ACTVIDA,FONDO,PERSONAL ACTINVER,447625.45,447625.45,PERSONA FISICA,#N/A
90620329,BANCO,ACTIMED,FONDO,CD MX MONTES URALES (CORPORATIVO),35350.83,35350.83,PERSONA FISICA,#N/A
91713982,BANCO,ACTICRE,FONDO,NL MTY VISTA HERMOSA,576105.22,576105.22,PERSONA FISICA,#N/A
95765020,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,30129.14,1430129.14,PERSONA FISICA,#N/A
96018304,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,55954.07,55954.07,PERSONA FISICA,#N/A
93761518,BANCO,ACTICOB,FONDO,JAL ZAPOPAN MARIANO OTERO,1601664.99,1601664.99,PERSONA FISICA,#N/A
93511939,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,61321.48,61321.48,PERSONA FISICA,#N/A
95470126,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,24736.26,694079.75,PERSONA FISICA,#N/A
95470126,BANCO,ACTIREN,FONDO,PERSONAL ACTINVER,68732.26,694079.75,PERSONA FISICA,#N/A
93694156,BANCO,ACTIREN,FONDO,CD MX MONTES URALES,113250.3,113250.3,PERSONA FISICA,#N/A
90682014,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,561693.23,561693.23,PERSONA FISICA,#N/A
93482677,BANCO,IMPULSA,FONDO,JAL ZAPOPAN PLAZA PATRIA,47534.9,47534.9,PERSONA FISICA,#N/A
91894733,BANCO,ACTICOB,FONDO,CD MX SANTA FE BANCO PB,1079808.13,1079808.13,PERSONA FISICA,#N/A
92592518,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,532473.54,532473.54,PERSONA FISICA,#N/A
95817987,BANCO,ACTI500,FONDO,CD MX XOLA,24567.05,24567.05,PERSONA FISICA,#N/A
93883585,BANCO,DINAMO,FONDO,PERSONAL ACTINVER,879701.85,915709.1,PERSONA FISICA,#N/A
94056231,BANCO,ACTVIDA,FONDO,CD MX XOLA,113807.03,113807.03,PERSONA FISICA,ENROLADO
93784502,BANCO,ALTERNA,FONDO,PERSONAL ACTINVER,4173.18,4173.18,PERSONA FISICA,#N/A
92146497,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,137763.1,137763.1,PERSONA FISICA,ENROLADO
90494956,BANCO,ACTIMED,FONDO,EDO MEX TECAMACHALCO,46416.9,46416.9,PERSONA FISICA,ENROLADO
94081122,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,613742.05,613742.05,PERSONA FISICA,#N/A
90459876,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,376414.13,376414.13,PERSONA FISICA,#N/A
94299682,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,340848,340848,PERSONA FISICA,#N/A
95970802,BANCO,ACTIMED,FONDO,JAL GDL ARCOS VALLARTA,1381201.2,1835708.5,PERSONA FISICA,#N/A
95502209,BANCO,ACTIGOB,FONDO,CD MX MONTES URALES,210122.23,210122.23,PERSONA FISICA,ENROLADO
95063541,BANCO,ACTIMED,FONDO,JAL ZAPOPAN PLAZA PATRIA,394416.57,394416.57,PERSONA FISICA,ENROLADO
93410413,BANCO,ACTICOB,FONDO,BC TIJUANA PASEO,7329.35,7329.35,PERSONA FISICA,#N/A
91195453,BANCO,IMPULSA,FONDO,CD MX MONTES URALES,30226.84,30226.84,PERSONA FISICA,ENROLADO
91801761,BANCO,ACTIREN,FONDO,EDO MEX SATELITE,775321.24,775321.24,PERSONA FISICA,ENROLADO
90733643,BANCO,ACTIMED,FONDO,CD MX TERRAZA PEDREGAL,281350.19,281350.19,PERSONA FISICA,#N/A
90896036,BANCO,ACTI500,FONDO,CD MX TERRAZA PEDREGAL,468083.49,468083.49,PERSONA FISICA,ENROLADO
95761425,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,1999137.24,1999137.24,PERSONA FISICA,#N/A
96105044,BANCO,ALTERNA,FONDO,JAL GDL ARCOS VALLARTA,419964.74,419964.74,PERSONA FISICA,#N/A
91315366,BANCO,ACTIMED,FONDO,EDO MEX METEPEC PLAZA IZAR,6092.01,6092.01,PERSONA FISICA,#N/A
95830816,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,36336.25,36336.25,PERSONA FISICA,#N/A
91941666,BANCO,ACTIMED,FONDO,EDO MEX GT LOMAS VERDES,499727.76,499727.76,PERSONA FISICA,#N/A
95820809,BANCO,ACTVIDA,FONDO,JAL ZAPOPAN MARIANO OTERO,61545.46,61545.46,PERSONA FISICA,#N/A
95628947,BANCO,ACTIMED,FONDO,NL SAN PEDRO GOMEZ MORIN,1056334.8,1056334.8,PERSONA FISICA,#N/A
91808451,BANCO,ACTVIDA,FONDO,CD MX TERRAZA PEDREGAL,402132.81,402132.81,PERSONA FISICA,ENROLADO
91744698,BANCO,ACTIMED,FONDO,VER BOCA DEL RIO LAS AMERICAS,126863.79,126863.79,PERSONA FISICA,ENROLADO
91247312,BANCO,ACTIPLU,FONDO,EDO MEX TECAMACHALCO,525798.52,525798.52,PERSONA FISICA,#N/A
94046547,BANCO,ACTIMED,FONDO,EDO MEX SATELITE,157915.16,157915.16,PERSONA FISICA,#N/A
95876439,BANCO,ALTERNA,FONDO,CD MX JULIO VERNE POLANCO,478536.41,478536.41,PERSONA FISICA,ENROLADO
93584043,BANCO,ACTIMED,FONDO,CD MX MONTES URALES,323191.79,323191.79,PERSONA FISICA,ENROLADO
95208138,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,48004.13,48004.13,PERSONA FISICA,#N/A
93174050,BANCO,IMPULSA,FONDO,JAL GDL FORUM TLAQUEPAQUE,269399.07,269399.07,PERSONA FISICA,ENROLADO
95627337,BANCO,ACTVIDA,FONDO,JAL GDL FORUM TLAQUEPAQUE,21635.4,21635.4,PERSONA FISICA,ENROLADO
90454026,BANCO,ACTIGOB,FONDO,PERSONAL ACTINVER,772.23,772.23,PERSONA FISICA,#N/A
92050079,BANCO,ALTERNA,FONDO,CD MX TERRAZA PEDREGAL,622143.53,622143.53,PERSONA FISICA,ENROLADO
94030921,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,188334.07,188334.07,PERSONA FISICA,ENROLADO
95216180,BANCO,ACTIMED,FONDO,JAL ZAPOPAN MARIANO OTERO,91461.37,91461.37,PERSONA FISICA,#N/A
94231164,BANCO,ACTIMED,FONDO,QRO QUERETARO BERNARDO QUINTANA,1.74,1108001.74,PERSONA FISICA,#N/A
90781204,BANCO,ACTIMED,FONDO,GTO LEON CERRO GORDO CB,1136960.23,1136960.23,PERSONA FISICA,#N/A
93611705,BANCO,ACTVIDA,FONDO,CD MX MONTES URALES,200682.29,200682.29,PERSONA FISICA,ENROLADO
91040295,BANCO,IMPULSA,FONDO,JAL ZAPOPAN MARIANO OTERO,258428.04,258428.04,PERSONA FISICA,#N/A
