CLAVE_CLIENTE,UNIDAD_NEGOCIO,EMISORA_FONDO,CATEGORIA_OP,SALDO_CONTRATO,SALDO_CLIENTE,DESC_TIPO_PERS,ENTIDAD_FEDERATIVA,GENERO,EDAD,STATUS_BE,DESC_CE_FINANCIERO,LAT,LONG
95061263,BANCO,ACTVIDA,FONDO,273916.88,273916.88,PERSONA FISICA,EDOMEX,FEMENINO,56,ENROLADO,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
95698502,BANCO,ACTVIDA,FONDO,1151822.88,1151822.88,PERSONA FISICA,JALISCO,MASCULINO,35,#N/A,JAL GDL ARCOS VALLARTA,20.6595,103.3494
94316841,BANCO,IMPULSA,FONDO,764193.69,764193.69,PERSONA FISICA,CDMX,MASCULINO,85,#N/A,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
95779682,BANCO,ALTERNA,FONDO,1370227.25,1788838.2,PERSONA FISICA,GUANAJUATO,MASCULINO,29,#N/A,PERSONAL ACTINVER,19.4285,99.1277
91922567,BANCO,ACTICOB,FONDO,379276.01,379276.01,PERSONA FISICA,JALISCO,MASCULINO,47,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93630408,BANCO,CUENTA_EJE,,0.01,0.01,PERSONA FISICA,JALISCO,FEMENINO,64,#N/A,JAL CHAPALA AJIJIC,20.6595,103.3494
90536616,BANCO,ACTIMED,FONDO,274047.97,274047.97,PERSONA FISICA,JALISCO,MASCULINO,82,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
93900785,BANCO,ACTIMED,FONDO,58055.03,58055.03,PERSONA FISICA,CDMX,FEMENINO,40,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93711075,BANCO,ACTI500,FONDO,111348.87,111348.87,PERSONA FISICA,CDMX,MASCULINO,109,#N/A,CD MX XOLA,19.4285,99.1277
91997171,BANCO,IMPULSA,FONDO,116954.53,116954.53,PERSONA FISICA,CDMX,FEMENINO,70,#N/A,CD MX MONTES URALES,19.4285,99.1277
90001454,BANCO,ACTIGOB,FONDO,315624.44,315624.44,PERSONA FISICA,CDMX,FEMENINO,55,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92531706,BANCO,ACTIMED,FONDO,311143.86,311143.86,PERSONA FISICA,QUERETARO,FEMENINO,48,ENROLADO,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
93855518,BANCO,ACTVIDA,FONDO,59418.54,59418.54,PERSONA FISICA,CDMX,MASCULINO,59,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
91657767,BANCO,ACTVIDA,FONDO,447441.85,447441.85,PERSONA FISICA,CDMX,MASCULINO,42,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95982484,BANCO,ALTERNA,FONDO,95478.87,95478.87,PERSONA FISICA,CDMX,MASCULINO,24,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94249950,BANCO,ALTERNA,FONDO,154082.28,154082.28,PERSONA FISICA,CDMX,MASCULINO,37,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95995551,BANCO,ACTIMED,FONDO,66498.05,66498.05,PERSONA FISICA,CDMX,FEMENINO,63,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93013530,BANCO,CUENTA_EJE,,0,0,PERSONA FISICA,JALISCO,MASCULINO,72,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91727214,BANCO,CUENTA_EJE,,0,347.46,PERSONA FISICA,CDMX,FEMENINO,68,ENROLADO,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
92380468,BANCO,ACTIMED,FONDO,166028.8,166028.8,PERSONA FISICA,CDMX,MASCULINO,95,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
92631670,BANCO,ACTIMED,FONDO,36602.33,36602.33,PERSONA FISICA,CDMX,FEMENINO,61,#N/A,CD MX MONTES URALES,19.4285,99.1277
92626605,BANCO,ACTIREN,FONDO,8956019.68,8956019.68,PERSONA FISICA,EDOMEX,MASCULINO,54,#N/A,EDO MEX SATELITE,19.4969,99.7233
91548149,BANCO,IMPULSA,FONDO,31911.45,31911.45,PERSONA FISICA,JALISCO,FEMENINO,53,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95612610,BANCO,IMPULSA,FONDO,102307.35,102307.35,PERSONA FISICA,JALISCO,FEMENINO,61,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
91447110,BANCO,ALTERNA,FONDO,2228686.45,2228686.45,PERSONA FISICA,JALISCO,FEMENINO,33,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92146083,BANCO,ALTERNA,FONDO,1129872.79,1129872.79,PERSONA FISICA,PUEBLA,FEMENINO,74,#N/A,PUE CHOLULA CITY ANGELOPOLIS,19.0414,98.2063
93691798,BANCO,IMPULSA,FONDO,582306.4,582306.4,PERSONA FISICA,JALISCO,MASCULINO,46,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
92333491,BANCO,ACTIMED,FONDO,334611.1,334611.1,PERSONA FISICA,CDMX,MASCULINO,48,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95237392,BANCO,ALTERNA,FONDO,459777.07,459777.07,PERSONA FISICA,CDMX,MASCULINO,44,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
96045950,BANCO,CUENTA_EJE,,503347.92,503347.92,PERSONA FISICA,JALISCO,FEMENINO,58,#N/A,JAL ZAPOPAN ANDARES BANCO,20.6595,103.3494
91694620,BANCO,ACTI500,FONDO,338256.39,338256.39,PERSONA FISICA,CDMX,FEMENINO,72,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93600302,BANCO,ACTIMED,FONDO,1668919.74,1668919.74,PERSONA FISICA,JALISCO,MASCULINO,50,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
92350057,BANCO,ALTERNA,FONDO,507774.43,507774.43,PERSONA FISICA,CDMX,FEMENINO,48,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95947529,BANCO,ACTVIDA,FONDO,476319.7,476319.7,PERSONA FISICA,JALISCO,FEMENINO,57,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93949410,BANCO,ACTIREN,FONDO,42254.94,42818.06,PERSONA FISICA,QUERETARO,FEMENINO,51,ENROLADO,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
94754462,BANCO,ALTERNA,FONDO,824722,824722,PERSONA FISICA,CDMX,FEMENINO,71,#N/A,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
93936607,BANCO,ACTIMED,FONDO,250478.71,250478.71,PERSONA FISICA,CHIAPAS,FEMENINO,54,#N/A,CHIS TUX GUT BEL. DOMINGUEZ,19.7569,93.1292
91720706,BANCO,ACTIMED,FONDO,373244.58,373244.58,PERSONA FISICA,CDMX,FEMENINO,49,ENROLADO,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
90046780,BANCO,ACTIMED,FONDO,1423126.16,1539126.11,PERSONA FISICA,GUANAJUATO,MASCULINO,35,ENROLADO,GTO LEON CERRO GORDO BANCO,21.019,101.2574
93396950,BANCO,ACTIMED,FONDO,137676.18,137676.18,PERSONA FISICA,EDOMEX,FEMENINO,65,ENROLADO,EDO MEX TECAMACHALCO,19.4969,99.7233
94584349,BANCO,ACTICOB,FONDO,139802.81,139802.81,PERSONA FISICA,CDMX,FEMENINO,48,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
91005678,BANCO,EVEREST,FONDO,176905.24,176905.24,PERSONA FISICA,CDMX,MASCULINO,55,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95962940,BANCO,ACTIMED,FONDO,209159.29,209159.29,PERSONA FISICA,JALISCO,MASCULINO,48,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90938937,BANCO,ACTIMED,FONDO,3119486.24,3119486.24,PERSONA FISICA,JALISCO,FEMENINO,60,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94640844,BANCO,CUENTA_EJE,,2018335.71,2018335.71,PERSONA FISICA,JALISCO,MASCULINO,65,#N/A,JAL GDL PLAZA MEXICO,20.6595,103.3494
93637817,BANCO,ACTIMED,FONDO,111241.52,111241.52,PERSONA FISICA,JALISCO,MASCULINO,45,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95655676,BANCO,ACTVIDA,FONDO,134522.67,134522.67,PERSONA FISICA,JALISCO,MASCULINO,27,ENROLADO,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94851433,BANCO,ACTIMED,FONDO,294895.05,294895.05,PERSONA FISICA,CDMX,FEMENINO,74,#N/A,CD MX MONTES URALES,19.4285,99.1277
93661924,BANCO,ACTICRE,FONDO,471706.52,471706.52,PERSONA FISICA,CDMX,MASCULINO,79,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
91224253,BANCO,ACTIREN,FONDO,4035104.29,4035104.29,PERSONA FISICA,CDMX,FEMENINO,65,#N/A,CD MX SANTA FE BANCO PB,19.4285,99.1277
91264952,BANCO,ALTERNA,FONDO,2482777.5,2482777.5,PERSONA FISICA,EDOMEX,FEMENINO,41,#N/A,EDO MEX SATELITE,19.4969,99.7233
93653517,BANCO,ACTIMED,FONDO,99046.06,99046.06,PERSONA FISICA,JALISCO,MASCULINO,90,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94669447,BANCO,ALTERNA,FONDO,1170777.93,1170777.93,PERSONA FISICA,EDOMEX,FEMENINO,54,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
90387580,BANCO,IMPULSA,FONDO,78983.52,78983.52,PERSONA FISICA,JALISCO,FEMENINO,91,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93650208,BANCO,ALTERNA,FONDO,76737.22,76737.22,PERSONA FISICA,CDMX,MASCULINO,65,#N/A,CD MX MONTES URALES,19.4285,99.1277
93956456,BANCO,ACTIMED,FONDO,325736.47,325736.47,PERSONA FISICA,JALISCO,FEMENINO,65,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93024891,BANCO,ACTIMED,FONDO,636583.32,636583.32,PERSONA FISICA,SONORA,MASCULINO,53,ENROLADO,SON CIUDAD OBREGON MIGUEL ALEMAN,29.2972,110.3309
93536589,BANCO,ALTERNA,FONDO,210913.59,210913.59,PERSONA FISICA,JALISCO,FEMENINO,84,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
95678389,BANCO,MAXIMO,FONDO,44720176.74,44720176.74,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX MONTES URALES (CORPORATIVO),19.4285,99.1277
93615938,BANCO,ACTIGOB,FONDO,34001.41,34001.41,PERSONA FISICA,JALISCO,FEMENINO,32,#N/A,JAL ZAPOPAN ANDARES BANCO,20.6595,103.3494
94330289,BANCO,ACTIREN,FONDO,633473.56,3391463.56,PERSONA FISICA,CDMX,FEMENINO,58,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95915088,BANCO,ALTERNA,FONDO,2506269.44,2506269.44,PERSONA FISICA,JALISCO,MASCULINO,47,#N/A,JAL GDL ARCOS VALLARTA,20.6595,103.3494
95728044,BANCO,SNX,FONDO,537843.72,537843.72,PERSONA FISICA,CDMX,MASCULINO,37,#N/A,CD MX ALTAVISTA,19.4285,99.1277
91377564,BANCO,ACTIMED,FONDO,157085.23,157085.23,PERSONA FISICA,CDMX,MASCULINO,42,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94962396,BANCO,ACTIMED,FONDO,255687.75,255687.75,PERSONA FISICA,JALISCO,FEMENINO,45,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93260073,BANCO,IMPULSA,FONDO,1017901.18,1017901.18,PERSONA FISICA,EDOMEX,FEMENINO,71,#N/A,EDO MEX VALLE DORADO,19.4969,99.7233
93741437,BANCO,ACTIMED,FONDO,6098433.85,6122862.83,PERSONA FISICA,CDMX,FEMENINO,51,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93455046,BANCO,ACTIMED,FONDO,26342.25,26342.25,PERSONA FISICA,CDMX,MASCULINO,47,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
95545158,BANCO,ACTIMED,FONDO,90867.26,90867.26,PERSONA FISICA,CDMX,FEMENINO,49,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
90995622,BANCO,IMPULSA,FONDO,155858.43,155858.43,PERSONA FISICA,JALISCO,FEMENINO,59,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
92412592,BANCO,ACTICRE,FONDO,6982.82,6982.82,PERSONA FISICA,EDOMEX,MASCULINO,52,#N/A,EDO MEX METEPEC PLAZA IZAR,19.4969,99.7233
93962991,BANCO,CUENTA_EJE,,800892.4,6043.34,PERSONA FISICA,CIUDAD DE MÉXICO,MASCULINO,51,#N/A,PERSONAL ACTINVER,19.4285,99.1277
91069179,BANCO,IMPULSA,FONDO,205529.14,205529.14,PERSONA FISICA,CDMX,FEMENINO,40,#N/A,CD MX MONTES URALES,19.4285,99.1277
96066667,BANCO,ACTIREN,FONDO,1046791.91,1046791.91,PERSONA FISICA,JALISCO,FEMENINO,61,#N/A,JAL MARINA VALLARTA,20.6595,103.3494
93777613,BANCO,ACTIMED,FONDO,252206.41,252206.41,PERSONA FISICA,JALISCO,MASCULINO,42,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91257535,BANCO,IMPULSA,FONDO,297515.01,1159964.78,PERSONA FISICA,JALISCO,MASCULINO,66,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91145367,BANCO,ACTIMED,FONDO,68147.56,68147.56,PERSONA FISICA,CDMX,FEMENINO,66,#N/A,CD MX XOLA,19.4285,99.1277
91447177,BANCO,ALTERNA,FONDO,26735.33,26735.33,PERSONA FISICA,EDOMEX,FEMENINO,39,ENROLADO,EDO MEX TECAMACHALCO,19.4969,99.7233
95262044,BANCO,ACTIREN,FONDO,0,270587.78,PERSONA FISICA,CDMX,FEMENINO,77,#N/A,CD MX ALTAVISTA,19.4285,99.1277
95880514,BANCO,ACTIG+,FONDO,472348.7,472348.7,PERSONA FISICA,JALISCO,MASCULINO,66,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94696481,BANCO,ACTIMED,FONDO,205734.06,205734.06,PERSONA FISICA,JALISCO,FEMENINO,70,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
92683184,BANCO,ALTERNA,FONDO,829617.36,829617.36,PERSONA FISICA,CDMX,FEMENINO,72,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
93397578,BANCO,CUENTA_EJE,,0,141583.49,PERSONA FISICA,CDMX,MASCULINO,73,#N/A,CD MX MONTES URALES,19.4285,99.1277
95992368,BANCO,ACTIMED,FONDO,241054.23,241054.23,PERSONA FISICA,JALISCO,FEMENINO,65,ENROLADO,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
91259788,BANCO,ACTIMED,FONDO,145662.28,145662.28,PERSONA FISICA,CDMX,MASCULINO,50,ENROLADO,CD MX ALTAVISTA,19.4285,99.1277
94791910,BANCO,IMPULSA,FONDO,347670.01,347670.01,PERSONA FISICA,JALISCO,FEMENINO,64,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93038727,BANCO,ACTICOB,FONDO,117433.78,117433.78,PERSONA FISICA,JALISCO,FEMENINO,57,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93520807,BANCO,IMPULSA,FONDO,2480979.49,2480979.49,PERSONA FISICA,CDMX,MASCULINO,81,#N/A,CD MX SANTA FE GLEZ CAMARENA,19.4285,99.1277
90433046,BANCO,ACTIMED,FONDO,32436.95,32436.95,PERSONA FISICA,CDMX,FEMENINO,60,#N/A,CD MX XOLA,19.4285,99.1277
94722246,BANCO,ACTIREN,FONDO,123153.66,123153.66,PERSONA FISICA,CDMX,FEMENINO,56,ENROLADO,CD MX XOLA,19.4285,99.1277
92015759,BANCO,ACTIREN,FONDO,841026.23,927961.71,PERSONA FISICA,CDMX,MASCULINO,38,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93734150,BANCO,ACTIMED,FONDO,4396029.22,4396029.22,PERSONA FISICA,MICHOACÁN,FEMENINO,60,#N/A,MICH MOR AV LAZARO CARDENAS,19.5665,101.7068
93271831,BANCO,ALTERNA,FONDO,264545.64,264545.64,PERSONA FISICA,EDOMEX,FEMENINO,59,#N/A,EDO MEX SATELITE,19.4969,99.7233
93603991,BANCO,ACTVIDA,FONDO,136570.25,200667.97,PERSONA FISICA,CDMX,FEMENINO,47,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
95879789,BANCO,ALTERNA,FONDO,586778.5,586778.5,PERSONA FISICA,SINALOA,FEMENINO,37,#N/A,SIN CULIACAN TORRE STA MARIA,25.8227,108.2217
92288984,BANCO,ACTIMED,FONDO,25630.22,25630.22,PERSONA FISICA,CDMX,MASCULINO,36,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
91900266,BANCO,ACTIMED,FONDO,144069.7,144069.7,PERSONA FISICA,EDOMEX,MASCULINO,59,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
91522961,BANCO,ACTIMED,FONDO,644631.54,644631.54,PERSONA FISICA,JALISCO,MASCULINO,39,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
95958112,BANCO,MAYA,FONDO,151241.64,151241.64,PERSONA FISICA,EDOMEX,MASCULINO,27,ENROLADO,EDO MEX TECAMACHALCO,19.4969,99.7233
92520931,BANCO,ACTIMED,FONDO,54798.45,140427.15,PERSONA FISICA,CDMX,FEMENINO,35,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93893600,BANCO,IMPULSA,FONDO,274810.53,274810.53,PERSONA FISICA,JALISCO,FEMENINO,57,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90952656,BANCO,ACTIMED,FONDO,14427.99,14427.99,PERSONA FISICA,CDMX,MASCULINO,55,#N/A,PERSONAL ACTINVER,19.4285,99.1277
92613009,BANCO,ALTERNA,FONDO,49125.52,49125.52,PERSONA FISICA,CDMX,MASCULINO,31,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92330539,BANCO,ACTVIDA,FONDO,666700.96,666700.96,PERSONA FISICA,JALISCO,FEMENINO,41,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95679957,BANCO,CUENTA_EJE,,4238.92,838140.56,PERSONA FISICA,QUERETARO,FEMENINO,69,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
93745990,BANCO,IMPULSA,FONDO,207615.01,207615.01,PERSONA FISICA,JALISCO,FEMENINO,71,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90769548,BANCO,ACTICRE,FONDO,1250322.87,1250322.87,PERSONA FISICA,JALISCO,MASCULINO,53,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
92948926,BANCO,ACTIMED,FONDO,1144391.54,1144391.54,PERSONA FISICA,SONORA,FEMENINO,86,#N/A,SON CIUDAD OBREGON MIGUEL ALEMAN,29.2972,110.3309
91227256,BANCO,CUENTA_EJE,,38133.61,38133.61,PERSONA FISICA,CDMX,FEMENINO,79,#N/A,CD MX MONTES URALES,19.4285,99.1277
93718310,BANCO,IMPULSA,FONDO,204327.02,204327.02,PERSONA FISICA,JALISCO,FEMENINO,70,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
91841783,BANCO,IMPULSA,FONDO,259042.44,259042.44,PERSONA FISICA,JALISCO,MASCULINO,39,ENROLADO,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
91651661,BANCO,ALTERNA,FONDO,240688.1,240688.1,PERSONA FISICA,QUERETARO,FEMENINO,48,ENROLADO,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
92553478,BANCO,EVEREST,FONDO,15618.52,15618.52,PERSONA FISICA,CDMX,FEMENINO,48,#N/A,CD MX MONTES URALES,19.4285,99.1277
90463423,BANCO,ACTIMED,FONDO,341386.81,341386.81,PERSONA FISICA,JALISCO,MASCULINO,73,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94708583,BANCO,ACTICRE,FONDO,662066.22,662066.22,PERSONA FISICA,JALISCO,FEMENINO,55,#N/A,JAL GDL PLAZA MEXICO,20.6595,103.3494
94815610,BANCO,CUENTA_EJE,,6527.61,30803.9,PERSONA FISICA,HIDALGO,FEMENINO,37,ENROLADO,HGO PACHUCA CAMINO REAL,20.0911,98.7624
93783181,BANCO,ACTIGOB,FONDO,432450.75,560043.44,PERSONA FISICA,CDMX,FEMENINO,46,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93899276,BANCO,ACTIMED,FONDO,25780.8,29501.62,PERSONA FISICA,CDMX,FEMENINO,45,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93718815,BANCO,ACTIMED,FONDO,404511.94,404511.94,PERSONA FISICA,JALISCO,FEMENINO,69,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
93313864,BANCO,ACTIREN,FONDO,45316.3,45316.3,PERSONA FISICA,CDMX,MASCULINO,33,ENROLADO,CD MX PATIO UNIVERSIDAD,19.4285,99.1277
93789485,BANCO,ACTICOB,FONDO,212641.5,212641.5,PERSONA FISICA,JALISCO,FEMENINO,45,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
95677589,BANCO,ACTIREN,FONDO,139800.17,139800.17,PERSONA FISICA,CDMX,FEMENINO,60,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95525390,BANCO,ACTIGOB,FONDO,291905.5,291905.5,PERSONA FISICA,JALISCO,MASCULINO,30,ENROLADO,JAL GDL ARCOS VALLARTA,20.6595,103.3494
90001868,BANCO,ACTIREN,FONDO,697705.24,4042060.88,PERSONA FISICA,CDMX,MASCULINO,42,#N/A,PERSONAL ACTINVER,19.4285,99.1277
93734192,BANCO,ALTERNA,FONDO,1618836.26,1726023.23,PERSONA FISICA,QUERETARO,MASCULINO,75,#N/A,QRO QUERETARO BERNARDO QUINTANA,20.5888,100.3899
95960589,BANCO,ACTIMED,FONDO,7173.73,7173.73,PERSONA FISICA,CDMX,MASCULINO,25,#N/A,CD MX MONTES URALES,19.4285,99.1277
95927992,BANCO,ACTVIDA,FONDO,193248.66,193248.66,PERSONA FISICA,JALISCO,FEMENINO,51,ENROLADO,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
93799880,BANCO,ACTIMED,FONDO,1765695.71,2320228.54,PERSONA FISICA,AGUASCALIENTES,MASCULINO,31,ENROLADO,AGS AGUASCALIENTES NTE 509,21.8853,102.2916
94897337,BANCO,ACTIMED,FONDO,581454.81,581454.81,PERSONA FISICA,JALISCO,MASCULINO,68,#N/A,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
90819426,BANCO,ACTIMED,FONDO,643278.31,643278.31,PERSONA FISICA,JALISCO,FEMENINO,42,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
93841484,BANCO,ACTIG+,FONDO,2201599.72,2201599.72,PERSONA FISICA,JALISCO,MASCULINO,59,#N/A,JAL ZAPOPAN ANDARES CB,20.6595,103.3494
93356814,BANCO,ALTERNA,FONDO,449518.69,449518.69,PERSONA FISICA,CDMX,FEMENINO,70,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
92827229,BANCO,IMPULSA,FONDO,695313.77,695313.77,PERSONA FISICA,CDMX,FEMENINO,66,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
90968918,BANCO,ACTIMED,FONDO,58687.38,58687.38,PERSONA FISICA,GUANAJUATO,MASCULINO,58,#N/A,GTO LEON CERRO GORDO BANCO,21.019,101.2574
93751659,BANCO,IMPULSA,FONDO,68011.62,68011.62,PERSONA FISICA,JALISCO,FEMENINO,77,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
94155942,BANCO,ACTIREN,FONDO,952222.48,952222.48,PERSONA FISICA,CDMX,MASCULINO,53,#N/A,CD MX JULIO VERNE POLANCO,19.4285,99.1277
91088468,BANCO,CUENTA_EJE,,59566.56,59566.56,PERSONA FISICA,CDMX,MASCULINO,61,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
93511020,BANCO,ALTERNA,FONDO,437992.77,437992.77,PERSONA FISICA,CDMX,FEMENINO,72,#N/A,CD MX MONTES URALES,19.4285,99.1277
91751479,BANCO,IMPULSA,FONDO,76467.43,76467.43,PERSONA FISICA,JALISCO,FEMENINO,38,#N/A,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
93832103,BANCO,CUENTA_EJE,,363112.65,363112.65,PERSONA FISICA,GUANAJUATO,FEMENINO,68,#N/A,GTO SMA PLAZA LUCIERNAGA,21.019,101.2574
93970697,BANCO,ACTIREN,FONDO,2593.91,2593.91,PERSONA FISICA,CDMX,MASCULINO,35,#N/A,PERSONAL ACTINVER,19.4285,99.1277
94017514,BANCO,ACTVIDA,FONDO,520709.11,520709.11,PERSONA FISICA,EDOMEX,FEMENINO,61,#N/A,EDO MEX GT LOMAS VERDES,19.4969,99.7233
95865689,BANCO,ACTIREN,FONDO,530089.82,530089.82,PERSONA FISICA,CDMX,FEMENINO,60,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95774220,BANCO,IMPULSA,FONDO,74768.15,74768.15,PERSONA FISICA,JALISCO,FEMENINO,40,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
94447398,BANCO,IMPULSA,FONDO,205217.74,205217.74,PERSONA FISICA,CDMX,FEMENINO,74,#N/A,CD MX MONTES URALES,19.4285,99.1277
95836219,BANCO,ACTICOB,FONDO,1453415.16,1453415.16,PERSONA FISICA,JALISCO,MASCULINO,59,ENROLADO,JAL ZAPOPAN MARIANO OTERO,20.6595,103.3494
93723658,BANCO,ACTIMED,FONDO,225612.27,225612.27,PERSONA FISICA,CDMX,FEMENINO,64,ENROLADO,CD MX MONTES URALES,19.4285,99.1277
96138920,BANCO,ACTIMED,FONDO,169054.77,169054.77,PERSONA FISICA,CDMX,FEMENINO,42,ENROLADO,CD MX XOLA,19.4285,99.1277
91175869,BANCO,ACTI500,FONDO,417456.98,417456.98,PERSONA FISICA,CDMX,FEMENINO,45,#N/A,PERSONAL ACTINVER,19.4285,99.1277
95923702,BANCO,ALTERNA,FONDO,285770.84,285770.84,PERSONA FISICA,JALISCO,MASCULINO,45,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
95784674,BANCO,ACTVIDA,FONDO,425745.85,425745.85,PERSONA FISICA,JALISCO,FEMENINO,37,ENROLADO,JAL ZAPOPAN PLAZA PATRIA,20.6595,103.3494
93891919,BANCO,ACTIMED,FONDO,396824.56,396824.56,PERSONA FISICA,EDOMEX,FEMENINO,46,ENROLADO,EDO MEX SATELITE,19.4969,99.7233
96069406,BANCO,ACTVIDA,FONDO,159857.6,159857.6,PERSONA FISICA,JALISCO,FEMENINO,62,#N/A,JAL GDL FORUM TLAQUEPAQUE,20.6595,103.3494
91166470,BANCO,ACTIMED,FONDO,503444,503444,PERSONA FISICA,JALISCO,FEMENINO,76,#N/A,JAL CHAPALA AJIJIC,20.6595,103.3494
91354225,BANCO,ACTIGOB,FONDO,5090526.61,5090526.61,PERSONA MORAL,CDMX,SIN GENERO,PM,#N/A,CD MX XOLA,19.4285,99.1277
