"date","device","failure","attribute1","attribute2","attribute3","attribute4","attribute5","attribute6","attribute7","attribute8","attribute9","l.attribute1","l.attribute2","l.attribute3","l.attribute4","l.attribute5","l.attribute6","l.attribute7","l.attribute8","l.attribute9"
2015-02-15,"W1F0GCAZ",0,190104984,0,0,0,10,227025,0,0,0,223417472,0,0,0,10,227025,0,0,0
2015-02-16,"W1F0GCAZ",0,221289424,0,0,0,10,227025,0,0,0,190104984,0,0,0,10,227025,0,0,0
2015-02-17,"W1F0GCAZ",0,5542144,0,0,0,10,227025,0,0,0,221289424,0,0,0,10,227025,0,0,0
2015-02-18,"W1F0GCAZ",0,72180088,0,0,0,10,227025,0,0,0,5542144,0,0,0,10,227025,0,0,0
2015-02-19,"W1F0GCAZ",0,126834000,0,0,0,10,227026,0,0,0,72180088,0,0,0,10,227025,0,0,0
2015-02-20,"W1F0GCAZ",0,151030552,0,0,0,10,227026,0,0,0,126834000,0,0,0,10,227026,0,0,0
2015-02-21,"W1F0GCAZ",0,181864912,0,0,0,10,227026,0,0,0,151030552,0,0,0,10,227026,0,0,0
2015-02-22,"W1F0GCAZ",0,159733504,0,0,0,10,227026,0,0,0,181864912,0,0,0,10,227026,0,0,0
2015-02-23,"W1F0GCAZ",0,158514856,0,0,0,10,227027,0,0,0,159733504,0,0,0,10,227026,0,0,0
2015-02-24,"W1F0GCAZ",0,23705656,0,0,0,10,227027,0,0,0,158514856,0,0,0,10,227027,0,0,0
2015-02-25,"W1F0GCAZ",0,196111456,0,0,0,10,227034,0,0,0,23705656,0,0,0,10,227027,0,0,0
2015-02-26,"W1F0GCAZ",0,119989936,0,0,0,10,227034,0,0,0,196111456,0,0,0,10,227034,0,0,0
2015-02-27,"W1F0GCAZ",0,98933608,0,0,0,10,227050,0,0,0,119989936,0,0,0,10,227034,0,0,0
2015-02-28,"W1F0GCAZ",0,136097520,0,0,0,10,227050,0,0,0,98933608,0,0,0,10,227050,0,0,0
2015-03-01,"W1F0GCAZ",0,33647760,0,0,0,10,227050,0,0,0,136097520,0,0,0,10,227050,0,0,0
2015-03-02,"W1F0GCAZ",0,1048984,0,0,0,10,227050,0,0,0,33647760,0,0,0,10,227050,0,0,0
2015-03-03,"W1F0GCAZ",0,56454760,0,0,0,10,227050,0,0,0,1048984,0,0,0,10,227050,0,0,0
2015-03-04,"W1F0GCAZ",0,81879856,0,0,0,10,227050,0,0,0,56454760,0,0,0,10,227050,0,0,0
2015-03-05,"W1F0GCAZ",0,63798288,0,0,0,10,227051,0,0,0,81879856,0,0,0,10,227050,0,0,0
2015-03-06,"W1F0GCAZ",0,72811416,0,0,0,10,227054,0,0,0,63798288,0,0,0,10,227051,0,0,0
2015-03-07,"W1F0GCAZ",0,161758136,0,0,0,10,227054,0,0,0,72811416,0,0,0,10,227054,0,0,0
2015-03-08,"W1F0GCAZ",0,180243544,0,0,0,10,227054,0,0,0,161758136,0,0,0,10,227054,0,0,0
2015-03-09,"W1F0GCAZ",0,201419264,0,0,0,10,227054,0,0,0,180243544,0,0,0,10,227054,0,0,0
2015-03-10,"W1F0GCAZ",0,134908504,0,0,0,10,227054,0,0,0,201419264,0,0,0,10,227054,0,0,0
2015-03-11,"W1F0GCAZ",0,148931176,0,0,0,10,227054,0,0,0,134908504,0,0,0,10,227054,0,0,0
2015-03-12,"W1F0GCAZ",0,132402480,0,0,0,10,227054,0,0,0,148931176,0,0,0,10,227054,0,0,0
2015-03-13,"W1F0GCAZ",0,100014232,0,0,0,10,227054,0,0,0,132402480,0,0,0,10,227054,0,0,0
2015-03-14,"W1F0GCAZ",0,152290256,0,0,0,10,227054,0,0,0,100014232,0,0,0,10,227054,0,0,0
2015-03-15,"W1F0GCAZ",0,144824816,0,0,0,10,227054,0,0,0,152290256,0,0,0,10,227054,0,0,0
2015-03-16,"W1F0GCAZ",0,149401336,0,0,0,10,227054,0,0,0,144824816,0,0,0,10,227054,0,0,0
2015-03-17,"W1F0GCAZ",0,193457632,0,0,0,10,227054,0,0,0,149401336,0,0,0,10,227054,0,0,0
2015-03-18,"W1F0GCAZ",0,192860944,0,0,0,10,227582,0,0,0,193457632,0,0,0,10,227054,0,0,0
2015-03-19,"W1F0GCAZ",0,211031632,0,0,0,10,228883,0,0,0,192860944,0,0,0,10,227582,0,0,0
2015-03-20,"W1F0GCAZ",0,145817816,0,0,0,10,229662,0,0,0,211031632,0,0,0,10,228883,0,0,0
2015-03-21,"W1F0GCAZ",0,58602416,0,0,0,10,229662,0,0,0,145817816,0,0,0,10,229662,0,0,0
2015-03-22,"W1F0GCAZ",0,129795880,0,0,0,10,230109,0,0,0,58602416,0,0,0,10,229662,0,0,0
2015-03-23,"W1F0GCAZ",0,152400864,0,0,0,10,231464,0,0,0,129795880,0,0,0,10,230109,0,0,0
2015-03-24,"W1F0GCAZ",0,113555784,0,0,0,10,232649,0,0,0,152400864,0,0,0,10,231464,0,0,0
2015-03-25,"W1F0GCAZ",0,133548224,0,0,0,10,233965,0,0,0,113555784,0,0,0,10,232649,0,0,0
2015-03-26,"W1F0GCAZ",0,145846896,0,0,0,10,235297,0,0,0,133548224,0,0,0,10,233965,0,0,0
2015-03-27,"W1F0GCAZ",0,169149288,0,0,0,10,236666,0,0,0,145846896,0,0,0,10,235297,0,0,0
2015-03-28,"W1F0GCAZ",0,189906576,0,0,0,10,238013,0,0,0,169149288,0,0,0,10,236666,0,0,0
2015-03-29,"W1F0GCAZ",0,209108168,0,0,0,10,239349,0,0,0,189906576,0,0,0,10,238013,0,0,0
2015-03-30,"W1F0GCAZ",0,232432592,0,0,0,10,240725,0,0,0,209108168,0,0,0,10,239349,0,0,0
2015-03-31,"W1F0GCAZ",0,7395056,0,0,0,10,242078,0,0,0,232432592,0,0,0,10,240725,0,0,0
2015-04-01,"W1F0GCAZ",0,24995112,0,0,0,10,243428,0,0,0,7395056,0,0,0,10,242078,0,0,0
2015-04-02,"W1F0GCAZ",0,229332720,0,0,0,10,244628,0,0,0,24995112,0,0,0,10,243428,0,0,0
2015-04-03,"W1F0GCAZ",0,3188584,0,0,0,10,245966,0,0,0,229332720,0,0,0,10,244628,0,0,0
2015-04-04,"W1F0GCAZ",0,116426848,0,0,0,10,246848,0,0,0,3188584,0,0,0,10,245966,0,0,0
2015-04-05,"W1F0GCAZ",0,124742808,0,0,0,10,246848,0,0,0,116426848,0,0,0,10,246848,0,0,0
2015-04-06,"W1F0GCAZ",0,124842376,0,0,0,10,246848,0,0,0,124742808,0,0,0,10,246848,0,0,0
2015-04-07,"W1F0GCAZ",0,208604928,0,0,0,10,247704,0,0,0,124842376,0,0,0,10,246848,0,0,0
2015-04-08,"W1F0GCAZ",0,218989480,0,0,0,10,249095,0,0,0,208604928,0,0,0,10,247704,0,0,0
2015-04-09,"W1F0GCAZ",0,29110008,0,0,0,10,249803,0,0,0,218989480,0,0,0,10,249095,0,0,0
2015-04-10,"W1F0GCAZ",0,44878648,0,0,0,10,249803,0,0,0,29110008,0,0,0,10,249803,0,0,0
2015-04-11,"W1F0GCAZ",0,60360864,0,0,0,10,249803,0,0,0,44878648,0,0,0,10,249803,0,0,0
2015-04-12,"W1F0GCAZ",0,181220488,0,0,0,10,250818,0,0,0,60360864,0,0,0,10,249803,0,0,0
2015-04-13,"W1F0GCAZ",0,198081848,0,0,0,10,252132,0,0,0,181220488,0,0,0,10,250818,0,0,0
2015-04-14,"W1F0GCAZ",0,222081840,0,0,0,10,253477,0,0,0,198081848,0,0,0,10,252132,0,0,0
2015-04-15,"W1F0GCAZ",0,242033896,0,0,0,10,254857,0,0,0,222081840,0,0,0,10,253477,0,0,0
2015-04-16,"W1F0GCAZ",0,133684688,0,0,6,10,255489,0,0,0,242033896,0,0,0,10,254857,0,0,0
2015-04-17,"W1F0GCAZ",0,82087472,0,0,6,10,255490,0,0,0,133684688,0,0,6,10,255489,0,0,0
2015-04-18,"W1F0GCAZ",0,122053376,0,0,6,10,255490,0,0,0,82087472,0,0,6,10,255490,0,0,0
2015-04-19,"W1F0GCAZ",0,159024968,0,0,6,10,255490,0,0,0,122053376,0,0,6,10,255490,0,0,0
2015-04-20,"W1F0GCAZ",0,186779264,0,0,6,10,255490,0,0,0,159024968,0,0,6,10,255490,0,0,0
2015-04-21,"W1F0GCAZ",0,203903616,0,0,6,10,255490,0,0,0,186779264,0,0,6,10,255490,0,0,0
2015-04-22,"W1F0GCAZ",0,231165048,0,0,6,10,255490,0,0,0,203903616,0,0,6,10,255490,0,0,0
2015-04-23,"W1F0GCAZ",0,234016664,0,0,6,10,255493,0,0,0,231165048,0,0,6,10,255490,0,0,0
2015-04-24,"W1F0GCAZ",0,10092320,0,0,6,10,255495,0,0,0,234016664,0,0,6,10,255493,0,0,0
2015-04-25,"W1F0GCAZ",0,7703008,0,0,6,10,255495,0,0,0,10092320,0,0,6,10,255495,0,0,0
2015-04-26,"W1F0GCAZ",0,236347464,0,0,6,10,255495,0,0,0,7703008,0,0,6,10,255495,0,0,0
2015-04-27,"W1F0GCAZ",0,225835184,0,0,6,10,255495,0,0,0,236347464,0,0,6,10,255495,0,0,0
2015-04-28,"W1F0GCAZ",0,10007968,0,0,6,10,255495,0,0,0,225835184,0,0,6,10,255495,0,0,0
2015-04-29,"W1F0GCAZ",0,216847320,0,0,6,10,255512,0,0,0,10007968,0,0,6,10,255495,0,0,0
2015-04-30,"W1F0GCAZ",0,118507968,0,0,6,10,255512,0,0,0,216847320,0,0,6,10,255512,0,0,0
2015-05-01,"W1F0GCAZ",0,15298264,0,0,6,10,255516,0,0,0,118507968,0,0,6,10,255512,0,0,0
2015-05-02,"W1F0GCAZ",0,242250880,0,0,6,10,255516,0,0,0,15298264,0,0,6,10,255516,0,0,0
2015-05-03,"W1F0GCAZ",0,172414056,0,0,6,10,255516,0,0,0,242250880,0,0,6,10,255516,0,0,0
2015-05-04,"W1F0GCAZ",0,187135576,0,0,6,10,255516,0,0,0,172414056,0,0,6,10,255516,0,0,0
2015-05-05,"W1F0GCAZ",0,191034968,0,0,6,10,255516,0,0,0,187135576,0,0,6,10,255516,0,0,0
2015-05-06,"W1F0GCAZ",0,166918424,0,0,6,10,255516,0,0,0,191034968,0,0,6,10,255516,0,0,0
2015-05-07,"W1F0GCAZ",0,73873496,0,0,6,10,255516,0,0,0,166918424,0,0,6,10,255516,0,0,0
2015-05-08,"W1F0GCAZ",0,236347328,0,0,6,10,255980,0,0,0,73873496,0,0,6,10,255516,0,0,0
2015-05-09,"W1F0GCAZ",0,4821712,0,0,6,10,257333,0,0,0,236347328,0,0,6,10,255980,0,0,0
2015-05-10,"W1F0GCAZ",0,20797664,0,0,6,10,258673,0,0,0,4821712,0,0,6,10,257333,0,0,0
2015-05-11,"W1F0GCAZ",0,36852000,0,0,6,10,260027,0,0,0,20797664,0,0,6,10,258673,0,0,0
2015-05-12,"W1F0GCAZ",0,188239280,0,0,12,10,260663,0,0,0,36852000,0,0,6,10,260027,0,0,0
2015-05-13,"W1F0GCAZ",0,112281208,0,0,12,10,260663,0,0,0,188239280,0,0,12,10,260663,0,0,0
2015-05-14,"W1F0GCAZ",0,93438168,0,0,12,10,260663,0,0,0,112281208,0,0,12,10,260663,0,0,0
2015-05-15,"W1F0GCAZ",0,243783376,0,0,12,10,260664,0,0,0,93438168,0,0,12,10,260663,0,0,0
2015-05-16,"W1F0GCAZ",0,219113360,0,0,12,10,260664,0,0,0,243783376,0,0,12,10,260664,0,0,0
2015-05-17,"W1F0GCAZ",0,209783528,0,0,12,10,260664,0,0,0,219113360,0,0,12,10,260664,0,0,0
2015-05-18,"W1F0GCAZ",0,165978872,0,0,12,10,260664,0,0,0,209783528,0,0,12,10,260664,0,0,0
2015-05-19,"W1F0GCAZ",0,230703448,0,0,12,10,260664,0,0,0,165978872,0,0,12,10,260664,0,0,0
2015-05-20,"W1F0GCAZ",0,133869944,0,0,12,10,260682,0,0,0,230703448,0,0,12,10,260664,0,0,0
2015-05-21,"W1F0GCAZ",0,17429208,0,0,12,10,260683,0,0,0,133869944,0,0,12,10,260682,0,0,0
2015-05-22,"W1F0GCAZ",0,64345944,0,0,12,10,260683,0,0,0,17429208,0,0,12,10,260683,0,0,0
2015-05-23,"W1F0GCAZ",0,213545904,0,0,12,10,260683,0,0,0,64345944,0,0,12,10,260683,0,0,0
2015-05-24,"W1F0GCAZ",0,131482656,0,0,12,10,260683,0,0,0,213545904,0,0,12,10,260683,0,0,0
2015-05-25,"W1F0GCAZ",0,146913040,0,0,12,10,260683,0,0,0,131482656,0,0,12,10,260683,0,0,0
2015-05-26,"W1F0GCAZ",0,155109384,0,0,12,10,260683,0,0,0,146913040,0,0,12,10,260683,0,0,0
2015-05-27,"W1F0GCAZ",0,84023152,0,0,12,10,260684,0,0,0,155109384,0,0,12,10,260683,0,0,0
2015-05-28,"W1F0GCAZ",0,64639408,0,0,12,10,260684,0,0,0,84023152,0,0,12,10,260684,0,0,0
2015-05-29,"W1F0GCAZ",0,9842416,0,0,12,10,261342,0,0,0,64639408,0,0,12,10,260684,0,0,0
2015-05-30,"W1F0GCAZ",0,20893960,0,0,12,10,262705,0,0,0,9842416,0,0,12,10,261342,0,0,0
2015-05-31,"W1F0GCAZ",0,40113608,0,0,12,10,264044,0,0,0,20893960,0,0,12,10,262705,0,0,0
2015-06-01,"W1F0GCAZ",0,59115624,0,0,12,10,265367,0,0,0,40113608,0,0,12,10,264044,0,0,0
2015-06-02,"W1F0GCAZ",0,192401896,0,0,12,10,265765,0,0,0,59115624,0,0,12,10,265367,0,0,0
2015-06-03,"W1F0GCAZ",0,90049792,0,0,12,10,265765,0,0,0,192401896,0,0,12,10,265765,0,0,0
2015-06-04,"W1F0GCAZ",0,19519856,0,0,12,10,265765,0,0,0,90049792,0,0,12,10,265765,0,0,0
2015-06-05,"W1F0GCAZ",0,48921552,0,0,12,10,265765,0,0,0,19519856,0,0,12,10,265765,0,0,0
2015-06-06,"W1F0GCAZ",0,219046984,0,0,12,10,265765,0,0,0,48921552,0,0,12,10,265765,0,0,0
2015-06-07,"W1F0GCAZ",0,119748208,0,0,12,10,265765,0,0,0,219046984,0,0,12,10,265765,0,0,0
2015-06-08,"W1F0GCAZ",0,121535536,0,0,12,10,265765,0,0,0,119748208,0,0,12,10,265765,0,0,0
2015-06-09,"W1F0GCAZ",0,53562224,0,0,12,10,265765,0,0,0,121535536,0,0,12,10,265765,0,0,0
2015-06-10,"W1F0GCAZ",0,55281808,0,0,12,10,265765,0,0,0,53562224,0,0,12,10,265765,0,0,0
2015-06-11,"W1F0GCAZ",0,58202272,0,0,12,10,266127,0,0,0,55281808,0,0,12,10,265765,0,0,0
2015-06-12,"W1F0GCAZ",0,69887440,0,0,12,10,267468,0,0,0,58202272,0,0,12,10,266127,0,0,0
2015-06-13,"W1F0GCAZ",0,6175760,0,0,12,10,268093,0,0,0,69887440,0,0,12,10,267468,0,0,0
2015-06-14,"W1F0GCAZ",0,208681912,0,0,12,10,268093,0,0,0,6175760,0,0,12,10,268093,0,0,0
2015-06-15,"W1F0GCAZ",0,141865792,0,0,12,10,268093,0,0,0,208681912,0,0,12,10,268093,0,0,0
2015-06-16,"W1F0GCAZ",0,82877160,0,0,12,10,268093,0,0,0,141865792,0,0,12,10,268093,0,0,0
2015-06-17,"W1F0GCAZ",0,215852776,0,0,12,10,268094,0,0,0,82877160,0,0,12,10,268093,0,0,0
2015-06-18,"W1F0GCAZ",1,87115256,0,0,12,10,268094,0,0,0,215852776,0,0,12,10,268094,0,0,0
2015-01-02,"W1F0KCP2",0,109657672,0,0,0,6,282211,0,0,0,88242808,0,0,0,6,280860,0,0,0
2015-01-03,"W1F0KCP2",0,131860552,0,0,0,6,283602,0,0,0,109657672,0,0,0,6,282211,0,0,0
2015-01-04,"W1F0KCP2",0,155607536,0,0,0,6,284938,0,0,0,131860552,0,0,0,6,283602,0,0,0
2015-01-05,"W1F0KCP2",0,178953304,0,0,0,6,286270,0,0,0,155607536,0,0,0,6,284938,0,0,0
2015-01-06,"W1F0KCP2",0,209063592,0,0,0,6,287615,0,0,0,178953304,0,0,0,6,286270,0,0,0
2015-01-07,"W1F0KCP2",0,229764128,0,0,0,6,288949,0,0,0,209063592,0,0,0,6,287615,0,0,0
2015-01-08,"W1F0KCP2",0,9475312,0,0,0,6,290271,0,0,0,229764128,0,0,0,6,288949,0,0,0
2015-01-09,"W1F0KCP2",0,33939608,0,0,0,6,291642,0,0,0,9475312,0,0,0,6,290271,0,0,0
2015-01-10,"W1F0KCP2",0,53415264,0,0,0,6,292966,0,0,0,33939608,0,0,0,6,291642,0,0,0
2015-01-11,"W1F0KCP2",0,72889744,0,0,0,6,294299,0,0,0,53415264,0,0,0,6,292966,0,0,0
2015-01-12,"W1F0KCP2",0,98630728,0,0,0,6,295683,0,0,0,72889744,0,0,0,6,294299,0,0,0
2015-01-13,"W1F0KCP2",0,121449672,0,0,0,6,297009,0,0,0,98630728,0,0,0,6,295683,0,0,0
2015-01-14,"W1F0KCP2",0,139308464,0,0,0,6,298370,0,0,0,121449672,0,0,0,6,297009,0,0,0
2015-01-15,"W1F0KCP2",0,160927320,0,0,0,6,299712,0,0,0,139308464,0,0,0,6,298370,0,0,0
2015-01-16,"W1F0KCP2",0,186425664,0,0,0,6,301061,0,0,0,160927320,0,0,0,6,299712,0,0,0
2015-01-17,"W1F0KCP2",0,208742128,0,0,0,6,302384,0,0,0,186425664,0,0,0,6,301061,0,0,0
2015-01-18,"W1F0KCP2",0,227754024,0,0,0,6,303736,0,0,0,208742128,0,0,0,6,302384,0,0,0
2015-01-19,"W1F0KCP2",0,2209752,0,0,0,6,305120,0,0,0,227754024,0,0,0,6,303736,0,0,0
2015-01-20,"W1F0KCP2",0,20418120,0,0,0,6,306443,0,0,0,2209752,0,0,0,6,305120,0,0,0
2015-01-21,"W1F0KCP2",0,191288480,0,0,0,6,307401,0,0,0,20418120,0,0,0,6,306443,0,0,0
2015-01-22,"W1F0KCP2",0,134273000,0,0,0,6,307401,0,0,0,191288480,0,0,0,6,307401,0,0,0
2015-01-23,"W1F0KCP2",0,84782496,0,0,0,6,307401,0,0,0,134273000,0,0,0,6,307401,0,0,0
2015-01-24,"W1F0KCP2",0,86147576,0,0,0,6,307401,0,0,0,84782496,0,0,0,6,307401,0,0,0
2015-01-25,"W1F0KCP2",0,186042872,0,0,0,6,307401,0,0,0,86147576,0,0,0,6,307401,0,0,0
2015-01-26,"W1F0KCP2",0,133388080,0,0,0,6,307401,0,0,0,186042872,0,0,0,6,307401,0,0,0
2015-01-27,"W1F0KCP2",0,138942504,0,0,0,6,307401,0,0,0,133388080,0,0,0,6,307401,0,0,0
2015-01-28,"W1F0KCP2",0,107098608,0,0,0,6,307401,0,0,0,138942504,0,0,0,6,307401,0,0,0
2015-01-29,"W1F0KCP2",0,21027504,0,0,0,6,307401,0,0,0,107098608,0,0,0,6,307401,0,0,0
2015-01-30,"W1F0KCP2",0,8696824,0,0,0,6,307401,0,0,0,21027504,0,0,0,6,307401,0,0,0
2015-01-31,"W1F0KCP2",0,159002144,0,0,0,6,307406,0,0,0,8696824,0,0,0,6,307401,0,0,0
2015-02-01,"W1F0KCP2",0,67965088,0,0,0,6,307406,0,0,0,159002144,0,0,0,6,307406,0,0,0
2015-02-02,"W1F0KCP2",0,220500032,0,0,0,6,307406,0,0,0,67965088,0,0,0,6,307406,0,0,0
2015-02-03,"W1F0KCP2",0,176746752,0,0,0,6,307406,0,0,0,220500032,0,0,0,6,307406,0,0,0
2015-02-04,"W1F0KCP2",0,134557152,0,0,0,6,307406,0,0,0,176746752,0,0,0,6,307406,0,0,0
2015-02-05,"W1F0KCP2",0,165689784,0,0,0,6,308112,0,0,0,134557152,0,0,0,6,307406,0,0,0
2015-02-06,"W1F0KCP2",0,182439392,0,0,0,6,309436,0,0,0,165689784,0,0,0,6,308112,0,0,0
2015-02-07,"W1F0KCP2",0,6078776,0,0,0,6,310041,0,0,0,182439392,0,0,0,6,309436,0,0,0
2015-02-08,"W1F0KCP2",0,92822536,0,0,0,6,310041,0,0,0,6078776,0,0,0,6,310041,0,0,0
2015-02-09,"W1F0KCP2",0,89345112,0,0,0,6,310041,0,0,0,92822536,0,0,0,6,310041,0,0,0
2015-02-10,"W1F0KCP2",0,125038456,0,0,0,6,310041,0,0,0,89345112,0,0,0,6,310041,0,0,0
2015-02-11,"W1F0KCP2",0,61594952,0,0,0,6,310041,0,0,0,125038456,0,0,0,6,310041,0,0,0
2015-02-12,"W1F0KCP2",0,236494128,0,0,0,6,310044,0,0,0,61594952,0,0,0,6,310041,0,0,0
2015-02-13,"W1F0KCP2",0,48613080,0,0,0,6,310044,0,0,0,236494128,0,0,0,6,310044,0,0,0
2015-02-14,"W1F0KCP2",0,42498976,0,0,0,6,310044,0,0,0,48613080,0,0,0,6,310044,0,0,0
2015-02-15,"W1F0KCP2",0,235292008,0,0,0,6,310044,0,0,0,42498976,0,0,0,6,310044,0,0,0
2015-02-16,"W1F0KCP2",0,216656640,0,0,0,6,310044,0,0,0,235292008,0,0,0,6,310044,0,0,0
2015-02-17,"W1F0KCP2",0,232854936,0,0,0,6,310044,0,0,0,216656640,0,0,0,6,310044,0,0,0
2015-02-18,"W1F0KCP2",0,118806528,0,0,0,6,310044,0,0,0,232854936,0,0,0,6,310044,0,0,0
2015-02-19,"W1F0KCP2",0,238689576,0,0,0,6,310044,0,0,0,118806528,0,0,0,6,310044,0,0,0
2015-02-20,"W1F0KCP2",0,192742624,0,0,0,6,310044,0,0,0,238689576,0,0,0,6,310044,0,0,0
2015-02-21,"W1F0KCP2",0,92705040,0,0,0,6,310044,0,0,0,192742624,0,0,0,6,310044,0,0,0
2015-02-22,"W1F0KCP2",0,11734440,0,0,0,6,310044,0,0,0,92705040,0,0,0,6,310044,0,0,0
2015-02-23,"W1F0KCP2",0,103816344,0,0,0,6,310044,0,0,0,11734440,0,0,0,6,310044,0,0,0
2015-02-24,"W1F0KCP2",0,2318008,0,0,0,6,310044,0,0,0,103816344,0,0,0,6,310044,0,0,0
2015-02-25,"W1F0KCP2",0,144293264,0,0,0,6,310052,0,0,0,2318008,0,0,0,6,310044,0,0,0
2015-02-26,"W1F0KCP2",0,9252768,0,0,0,6,310052,0,0,0,144293264,0,0,0,6,310052,0,0,0
2015-02-27,"W1F0KCP2",0,173403752,0,0,0,6,310060,0,0,0,9252768,0,0,0,6,310052,0,0,0
2015-02-28,"W1F0KCP2",0,70703760,0,0,0,6,310060,0,0,0,173403752,0,0,0,6,310060,0,0,0
2015-03-01,"W1F0KCP2",0,168238392,0,0,0,6,310060,0,0,0,70703760,0,0,0,6,310060,0,0,0
2015-03-02,"W1F0KCP2",0,224938728,0,0,0,6,310060,0,0,0,168238392,0,0,0,6,310060,0,0,0
2015-03-03,"W1F0KCP2",0,217449480,0,0,0,6,310060,0,0,0,224938728,0,0,0,6,310060,0,0,0
2015-03-04,"W1F0KCP2",0,209711128,0,0,0,6,310060,0,0,0,217449480,0,0,0,6,310060,0,0,0
2015-03-05,"W1F0KCP2",0,147738256,0,0,0,6,310062,0,0,0,209711128,0,0,0,6,310060,0,0,0
2015-03-06,"W1F0KCP2",0,183180888,0,0,0,6,310062,0,0,0,147738256,0,0,0,6,310062,0,0,0
2015-03-07,"W1F0KCP2",0,224623720,0,0,0,6,310062,0,0,0,183180888,0,0,0,6,310062,0,0,0
2015-03-08,"W1F0KCP2",0,144474032,0,0,0,6,310062,0,0,0,224623720,0,0,0,6,310062,0,0,0
2015-03-09,"W1F0KCP2",0,192660144,0,0,0,6,310062,0,0,0,144474032,0,0,0,6,310062,0,0,0
2015-03-10,"W1F0KCP2",0,18961344,0,0,0,6,310062,0,0,0,192660144,0,0,0,6,310062,0,0,0
2015-03-11,"W1F0KCP2",0,166170320,0,0,0,6,310062,0,0,0,18961344,0,0,0,6,310062,0,0,0
2015-03-12,"W1F0KCP2",0,42144256,0,0,0,6,310062,0,0,0,166170320,0,0,0,6,310062,0,0,0
2015-03-13,"W1F0KCP2",0,208442720,0,0,0,6,310062,0,0,0,42144256,0,0,0,6,310062,0,0,0
2015-03-14,"W1F0KCP2",0,223613464,0,0,0,6,310062,0,0,0,208442720,0,0,0,6,310062,0,0,0
2015-03-15,"W1F0KCP2",0,91182776,0,0,0,6,310062,0,0,0,223613464,0,0,0,6,310062,0,0,0
2015-03-16,"W1F0KCP2",0,217601056,0,0,0,6,310062,0,0,0,91182776,0,0,0,6,310062,0,0,0
2015-03-17,"W1F0KCP2",0,107283680,0,0,0,6,310062,0,0,0,217601056,0,0,0,6,310062,0,0,0
2015-03-18,"W1F0KCP2",0,176740184,0,0,0,6,310062,0,0,0,107283680,0,0,0,6,310062,0,0,0
2015-03-19,"W1F0KCP2",0,219095888,0,0,0,6,310062,0,0,0,176740184,0,0,0,6,310062,0,0,0
2015-03-20,"W1F0KCP2",0,118362256,0,0,0,6,310062,0,0,0,219095888,0,0,0,6,310062,0,0,0
2015-03-21,"W1F0KCP2",0,180817032,0,0,0,6,310062,0,0,0,118362256,0,0,0,6,310062,0,0,0
2015-03-22,"W1F0KCP2",0,27481768,0,0,0,6,310062,0,0,0,180817032,0,0,0,6,310062,0,0,0
2015-03-23,"W1F0KCP2",0,154879488,0,0,0,6,310062,0,0,0,27481768,0,0,0,6,310062,0,0,0
2015-03-24,"W1F0KCP2",0,179325752,0,0,0,6,310062,0,0,0,154879488,0,0,0,6,310062,0,0,0
2015-03-25,"W1F0KCP2",0,13680264,0,0,0,6,310062,0,0,0,179325752,0,0,0,6,310062,0,0,0
2015-03-26,"W1F0KCP2",0,80370712,0,0,0,6,310062,0,0,0,13680264,0,0,0,6,310062,0,0,0
2015-03-27,"W1F0KCP2",0,127678264,0,0,0,6,310062,0,0,0,80370712,0,0,0,6,310062,0,0,0
2015-03-28,"W1F0KCP2",0,214353344,0,0,0,6,310062,0,0,0,127678264,0,0,0,6,310062,0,0,0
2015-03-29,"W1F0KCP2",0,39382152,0,0,0,6,310062,0,0,0,214353344,0,0,0,6,310062,0,0,0
2015-03-30,"W1F0KCP2",0,159023784,0,0,0,6,310062,0,0,0,39382152,0,0,0,6,310062,0,0,0
2015-03-31,"W1F0KCP2",0,213254352,0,0,0,6,310062,0,0,0,159023784,0,0,0,6,310062,0,0,0
2015-04-01,"W1F0KCP2",0,221837008,0,0,0,6,310062,0,0,0,213254352,0,0,0,6,310062,0,0,0
2015-04-02,"W1F0KCP2",0,68418888,0,0,0,6,310062,0,0,0,221837008,0,0,0,6,310062,0,0,0
2015-04-03,"W1F0KCP2",0,73493016,0,0,0,6,310063,0,0,0,68418888,0,0,0,6,310062,0,0,0
2015-04-04,"W1F0KCP2",0,82830144,0,0,0,6,310063,0,0,0,73493016,0,0,0,6,310063,0,0,0
2015-04-05,"W1F0KCP2",0,222469992,0,0,0,6,310063,0,0,0,82830144,0,0,0,6,310063,0,0,0
2015-04-06,"W1F0KCP2",0,54741488,0,0,0,6,310063,0,0,0,222469992,0,0,0,6,310063,0,0,0
2015-04-07,"W1F0KCP2",0,127833248,0,0,0,6,310063,0,0,0,54741488,0,0,0,6,310063,0,0,0
2015-04-08,"W1F0KCP2",0,197564712,0,0,0,6,310063,0,0,0,127833248,0,0,0,6,310063,0,0,0
2015-04-09,"W1F0KCP2",0,65101784,0,0,0,6,310063,0,0,0,197564712,0,0,0,6,310063,0,0,0
2015-04-10,"W1F0KCP2",0,77187568,0,0,0,6,310063,0,0,0,65101784,0,0,0,6,310063,0,0,0
2015-04-11,"W1F0KCP2",0,138962952,0,0,0,6,310063,0,0,0,77187568,0,0,0,6,310063,0,0,0
2015-04-12,"W1F0KCP2",0,38895224,0,0,0,6,310063,0,0,0,138962952,0,0,0,6,310063,0,0,0
